| lane/fixture                 | verdict    | apple-m4         | amd-gfx942       | amd-2xmi300x-gfx942 |
| iforest/denormal             | model  | N/A          | n/a:no-save      | n/a:no-save      | (not run)        |
| iforest/denormal_ftz         | infer  | IDENTICAL x2 | f3dcde6748050803 | f3dcde6748050803 | (not run)        |
| iforest/denormal_ftz         | model  | N/A          | n/a:no-save      | n/a:no-save      | (not run)        |
| iforest/dupes                | infer  | IDENTICAL x2 | db8a00a8aa424f7c | db8a00a8aa424f7c | (not run)        |
| iforest/dupes                | model  | N/A          | n/a:no-save      | n/a:no-save      | (not run)        |
| iforest/hashed               | infer  | IDENTICAL x2 | e4d04598e6d55395 | e4d04598e6d55395 | (not run)        |
| iforest/hashed               | model  | N/A          | n/a:no-save      | n/a:no-save      | (not run)        |
| iforest/negative             | infer  | IDENTICAL x2 | 99572e40ada83cdf | 99572e40ada83cdf | (not run)        |
| iforest/negative             | model  | N/A          | n/a:no-save      | n/a:no-save      | (not run)        |
| iforest/odd                  | infer  | IDENTICAL x2 | 7b104f74d47a6e15 | 7b104f74d47a6e15 | (not run)        |
| iforest/odd                  | model  | N/A          | n/a:no-save      | n/a:no-save      | (not run)        |
| iforest/ties                 | infer  | IDENTICAL x2 | 288c5e41c62cddea | 288c5e41c62cddea | (not run)        |
| iforest/ties                 | model  | N/A          | n/a:no-save      | n/a:no-save      | (not run)        |
| iforest/wide                 | infer  | IDENTICAL x2 | a8612e7e09b4983b | a8612e7e09b4983b | (not run)        |
| iforest/wide                 | model  | N/A          | n/a:no-save      | n/a:no-save      | (not run)        |
| kde-cosine-minkowski/base    | infer  | IDENTICAL x2 | e2af54529a08a7be | e2af54529a08a7be | (not run)        |
| kde-cosine-minkowski/base    | model  | IDENTICAL x2 | 3f69c1096d5277d6 | 3f69c1096d5277d6 | (not run)        |
| kde-cosine-minkowski/denormal | infer  | IDENTICAL x2 | a8de2c3520c4d82c | a8de2c3520c4d82c | (not run)        |
| kde-cosine-minkowski/denormal | model  | IDENTICAL x2 | 22e1263527aa4935 | 22e1263527aa4935 | (not run)        |
| kde-cosine-minkowski/denormal_ftz | infer  | IDENTICAL x2 | a8de2c3520c4d82c | a8de2c3520c4d82c | (not run)        |
| kde-cosine-minkowski/denormal_ftz | model  | IDENTICAL x2 | b1ddb3438b4ddf0a | b1ddb3438b4ddf0a | (not run)        |
| kde-cosine-minkowski/dupes   | infer  | IDENTICAL x2 | e2af54529a08a7be | e2af54529a08a7be | (not run)        |
| kde-cosine-minkowski/dupes   | model  | IDENTICAL x2 | 3f69c1096d5277d6 | 3f69c1096d5277d6 | (not run)        |
| kde-cosine-minkowski/hashed  | infer  | IDENTICAL x2 | d957d9dfd4009cc9 | d957d9dfd4009cc9 | (not run)        |
| kde-cosine-minkowski/hashed  | model  | IDENTICAL x2 | 2f143308f55a3554 | 2f143308f55a3554 | (not run)        |
| kde-cosine-minkowski/negative | infer  | IDENTICAL x2 | 45141b420398c615 | 45141b420398c615 | (not run)        |
| kde-cosine-minkowski/negative | model  | IDENTICAL x2 | dcd420c8f48dc52d | dcd420c8f48dc52d | (not run)        |
| kde-cosine-minkowski/odd     | infer  | IDENTICAL x2 | 3c552280672fff57 | 3c552280672fff57 | (not run)        |
| kde-cosine-minkowski/odd     | model  | IDENTICAL x2 | 3c129d599ce8872a | 3c129d599ce8872a | (not run)        |
| kde-cosine-minkowski/ties    | infer  | IDENTICAL x2 | a33c2e206e5a28eb | a33c2e206e5a28eb | (not run)        |
| kde-cosine-minkowski/ties    | model  | IDENTICAL x2 | fd7e7226ebe1d3de | fd7e7226ebe1d3de | (not run)        |
| kde-cosine-minkowski/wide    | infer  | IDENTICAL x2 | 1f68cbd94cf554e8 | 1f68cbd94cf554e8 | (not run)        |
| kde-cosine-minkowski/wide    | model  | IDENTICAL x2 | 46f68cb6a6438c9d | 46f68cb6a6438c9d | (not run)        |
| kde-epanechnikov-l1/base     | infer  | IDENTICAL x2 | 33f8a3ca1a52a0b4 | 33f8a3ca1a52a0b4 | (not run)        |
| kde-epanechnikov-l1/base     | model  | IDENTICAL x2 | a39cb2033ade3b6f | a39cb2033ade3b6f | (not run)        |
| kde-epanechnikov-l1/denormal | infer  | IDENTICAL x2 | 3b9d9b732e5389eb | 3b9d9b732e5389eb | (not run)        |
| kde-epanechnikov-l1/denormal | model  | IDENTICAL x2 | d39564b3a291262a | d39564b3a291262a | (not run)        |
| kde-epanechnikov-l1/denormal_ftz | infer  | IDENTICAL x2 | 3b9d9b732e5389eb | 3b9d9b732e5389eb | (not run)        |
| kde-epanechnikov-l1/denormal_ftz | model  | IDENTICAL x2 | 80188120a2b1babd | 80188120a2b1babd | (not run)        |
| kde-epanechnikov-l1/dupes    | infer  | IDENTICAL x2 | 33f8a3ca1a52a0b4 | 33f8a3ca1a52a0b4 | (not run)        |
| kde-epanechnikov-l1/dupes    | model  | IDENTICAL x2 | a39cb2033ade3b6f | a39cb2033ade3b6f | (not run)        |
| kde-epanechnikov-l1/hashed   | infer  | IDENTICAL x2 | c8cbf111f14c7810 | c8cbf111f14c7810 | (not run)        |
| kde-epanechnikov-l1/hashed   | model  | IDENTICAL x2 | c0e22f41a3a70995 | c0e22f41a3a70995 | (not run)        |
| kde-epanechnikov-l1/negative | infer  | IDENTICAL x2 | 2596dbd563f03730 | 2596dbd563f03730 | (not run)        |
| kde-epanechnikov-l1/negative | model  | IDENTICAL x2 | c5fdbfa167d32071 | c5fdbfa167d32071 | (not run)        |
| kde-epanechnikov-l1/odd      | infer  | IDENTICAL x2 | 026977dfcfedd87d | 026977dfcfedd87d | (not run)        |
| kde-epanechnikov-l1/odd      | model  | IDENTICAL x2 | d51c423a7e0e2eb0 | d51c423a7e0e2eb0 | (not run)        |
| kde-epanechnikov-l1/ties     | infer  | IDENTICAL x2 | b32f12fa353fa102 | b32f12fa353fa102 | (not run)        |
| kde-epanechnikov-l1/ties     | model  | IDENTICAL x2 | 607371bac93ff1c3 | 607371bac93ff1c3 | (not run)        |
| kde-epanechnikov-l1/wide     | infer  | IDENTICAL x2 | 1f6ce946305e9a91 | 1f6ce946305e9a91 | (not run)        |
| kde-epanechnikov-l1/wide     | model  | IDENTICAL x2 | 9bcb591ef7fe5a57 | 9bcb591ef7fe5a57 | (not run)        |
| kde-exponential-chebyshev/base | infer  | IDENTICAL x2 | 9265e066af938ddd | 9265e066af938ddd | (not run)        |
| kde-exponential-chebyshev/base | model  | IDENTICAL x2 | a8b0414787a34254 | a8b0414787a34254 | (not run)        |
| kde-exponential-chebyshev/denormal | infer  | IDENTICAL x2 | 918b3bbe670bbcc5 | 918b3bbe670bbcc5 | (not run)        |
| kde-exponential-chebyshev/denormal | model  | IDENTICAL x2 | 9f7c5f16c0d7cbed | 9f7c5f16c0d7cbed | (not run)        |
| kde-exponential-chebyshev/denormal_ftz | infer  | IDENTICAL x2 | 918b3bbe670bbcc5 | 918b3bbe670bbcc5 | (not run)        |
| kde-exponential-chebyshev/denormal_ftz | model  | IDENTICAL x2 | 52dce22419081c4d | 52dce22419081c4d | (not run)        |
| kde-exponential-chebyshev/dupes | infer  | IDENTICAL x2 | 9265e066af938ddd | 9265e066af938ddd | (not run)        |
| kde-exponential-chebyshev/dupes | model  | IDENTICAL x2 | a8b0414787a34254 | a8b0414787a34254 | (not run)        |
| kde-exponential-chebyshev/hashed | infer  | IDENTICAL x2 | 080f542da22a9e37 | 080f542da22a9e37 | (not run)        |
| kde-exponential-chebyshev/hashed | model  | IDENTICAL x2 | d48316c91334687f | d48316c91334687f | (not run)        |
| kde-exponential-chebyshev/negative | infer  | IDENTICAL x2 | 1658f6ae7a786d67 | 1658f6ae7a786d67 | (not run)        |
| kde-exponential-chebyshev/negative | model  | IDENTICAL x2 | d27288eaf1e531e3 | d27288eaf1e531e3 | (not run)        |
| kde-exponential-chebyshev/odd | infer  | IDENTICAL x2 | 47a2eaf4d131dd5a | 47a2eaf4d131dd5a | (not run)        |
| kde-exponential-chebyshev/odd | model  | IDENTICAL x2 | c1bced417f68c522 | c1bced417f68c522 | (not run)        |
| kde-exponential-chebyshev/ties | infer  | IDENTICAL x2 | 1ca4af3183ffe6b3 | 1ca4af3183ffe6b3 | (not run)        |
| kde-exponential-chebyshev/ties | model  | IDENTICAL x2 | 3d563f03a2174bfd | 3d563f03a2174bfd | (not run)        |
| kde-exponential-chebyshev/wide | infer  | IDENTICAL x2 | f4cf636d78592d9c | f4cf636d78592d9c | (not run)        |
| kde-exponential-chebyshev/wide | model  | IDENTICAL x2 | 1c0a8729f2bc4f0f | 1c0a8729f2bc4f0f | (not run)        |
| kde-linear-cosine/base       | infer  | IDENTICAL x2 | abf3fbff5c858cef | abf3fbff5c858cef | (not run)        |
| kde-linear-cosine/base       | model  | IDENTICAL x2 | 13cf8ce7fe202391 | 13cf8ce7fe202391 | (not run)        |
| kde-linear-cosine/denormal   | infer  | IDENTICAL x2 | 297d414f21e0e75e | 297d414f21e0e75e | (not run)        |
| kde-linear-cosine/denormal   | model  | IDENTICAL x2 | 7b4dc8fb3d40d436 | 7b4dc8fb3d40d436 | (not run)        |
| kde-linear-cosine/denormal_ftz | infer  | IDENTICAL x2 | 297d414f21e0e75e | 297d414f21e0e75e | (not run)        |
| kde-linear-cosine/denormal_ftz | model  | IDENTICAL x2 | 7b4dc8fb3d40d436 | 7b4dc8fb3d40d436 | (not run)        |
| kde-linear-cosine/dupes      | infer  | IDENTICAL x2 | abf3fbff5c858cef | abf3fbff5c858cef | (not run)        |
| kde-linear-cosine/dupes      | model  | IDENTICAL x2 | 13cf8ce7fe202391 | 13cf8ce7fe202391 | (not run)        |
| kde-linear-cosine/hashed     | infer  | IDENTICAL x2 | c0315d9bb1da6048 | c0315d9bb1da6048 | (not run)        |
| kde-linear-cosine/hashed     | model  | IDENTICAL x2 | 753718d9fcec3f76 | 753718d9fcec3f76 | (not run)        |
| kde-linear-cosine/negative   | infer  | IDENTICAL x2 | b247e880ea3a6a4b | b247e880ea3a6a4b | (not run)        |
| kde-linear-cosine/negative   | model  | IDENTICAL x2 | 4299096fe8a0893b | 4299096fe8a0893b | (not run)        |
| kde-linear-cosine/odd        | infer  | IDENTICAL x2 | 90a289b091484c96 | 90a289b091484c96 | (not run)        |
| kde-linear-cosine/odd        | model  | IDENTICAL x2 | ae04ae4206c6620e | ae04ae4206c6620e | (not run)        |
| kde-linear-cosine/ties       | infer  | IDENTICAL x2 | 07c4969f173c9414 | 07c4969f173c9414 | (not run)        |
| kde-linear-cosine/ties       | model  | IDENTICAL x2 | 799ff55929e006b7 | 799ff55929e006b7 | (not run)        |
| kde-linear-cosine/wide       | infer  | IDENTICAL x2 | 204c7da79d79af78 | 204c7da79d79af78 | (not run)        |
| kde-linear-cosine/wide       | model  | IDENTICAL x2 | 047b34653ea8eb71 | 047b34653ea8eb71 | (not run)        |
| kde-tophat-sqeuclidean/base  | infer  | IDENTICAL x2 | 1b5d5d663fef4284 | 1b5d5d663fef4284 | (not run)        |
| kde-tophat-sqeuclidean/base  | model  | IDENTICAL x2 | c993389731292ddf | c993389731292ddf | (not run)        |
| kde-tophat-sqeuclidean/denormal | infer  | IDENTICAL x2 | 5c83fca813b57885 | 5c83fca813b57885 | (not run)        |
| kde-tophat-sqeuclidean/denormal | model  | IDENTICAL x2 | 293d462980aa4a36 | 293d462980aa4a36 | (not run)        |
| kde-tophat-sqeuclidean/denormal_ftz | infer  | IDENTICAL x2 | 5c83fca813b57885 | 5c83fca813b57885 | (not run)        |
| kde-tophat-sqeuclidean/denormal_ftz | model  | IDENTICAL x2 | 06617b4535762846 | 06617b4535762846 | (not run)        |
| kde-tophat-sqeuclidean/dupes | infer  | IDENTICAL x2 | 1b5d5d663fef4284 | 1b5d5d663fef4284 | (not run)        |
| kde-tophat-sqeuclidean/dupes | model  | IDENTICAL x2 | c993389731292ddf | c993389731292ddf | (not run)        |
| kde-tophat-sqeuclidean/hashed | infer  | IDENTICAL x2 | 002adb003262b1b8 | 002adb003262b1b8 | (not run)        |
| kde-tophat-sqeuclidean/hashed | model  | IDENTICAL x2 | a117a488cef65bb3 | a117a488cef65bb3 | (not run)        |
| kde-tophat-sqeuclidean/negative | infer  | IDENTICAL x2 | 7c0df788570d3815 | 7c0df788570d3815 | (not run)        |
| kde-tophat-sqeuclidean/negative | model  | IDENTICAL x2 | eecfd977fef169c5 | eecfd977fef169c5 | (not run)        |
| kde-tophat-sqeuclidean/odd   | infer  | IDENTICAL x2 | 1f5639e5df3c9476 | 1f5639e5df3c9476 | (not run)        |
| kde-tophat-sqeuclidean/odd   | model  | IDENTICAL x2 | 42e8723db20bbe8b | 42e8723db20bbe8b | (not run)        |
| kde-tophat-sqeuclidean/ties  | infer  | IDENTICAL x2 | 6a97220daf14cf5c | 6a97220daf14cf5c | (not run)        |
| kde-tophat-sqeuclidean/ties  | model  | IDENTICAL x2 | 87fae666d3f610e7 | 87fae666d3f610e7 | (not run)        |
| kde-tophat-sqeuclidean/wide  | infer  | IDENTICAL x2 | 835c8ed46e107d11 | 835c8ed46e107d11 | (not run)        |
| kde-tophat-sqeuclidean/wide  | model  | IDENTICAL x2 | f9535c3d73d6456a | f9535c3d73d6456a | (not run)        |
| kde-weighted/base            | infer  | IDENTICAL x2 | 4f090c7438ab89c4 | 4f090c7438ab89c4 | (not run)        |
| kde-weighted/base            | model  | IDENTICAL x2 | ed3ad9a95b60986d | ed3ad9a95b60986d | (not run)        |
| kde-weighted/denormal        | infer  | IDENTICAL x2 | fafa89d29b5563b9 | fafa89d29b5563b9 | (not run)        |
| kde-weighted/denormal        | model  | IDENTICAL x2 | 43a5eddd0fa6f0be | 43a5eddd0fa6f0be | (not run)        |
| kde-weighted/denormal_ftz    | infer  | IDENTICAL x2 | fafa89d29b5563b9 | fafa89d29b5563b9 | (not run)        |
| kde-weighted/denormal_ftz    | model  | IDENTICAL x2 | 6dd6780f2c70aea6 | 6dd6780f2c70aea6 | (not run)        |
| kde-weighted/dupes           | infer  | IDENTICAL x2 | 4f090c7438ab89c4 | 4f090c7438ab89c4 | (not run)        |
| kde-weighted/dupes           | model  | IDENTICAL x2 | ed3ad9a95b60986d | ed3ad9a95b60986d | (not run)        |
| kde-weighted/hashed          | infer  | IDENTICAL x2 | d44c78f6baa8d6dc | d44c78f6baa8d6dc | (not run)        |
| kde-weighted/hashed          | model  | IDENTICAL x2 | 53fe9d82cc4dc276 | 53fe9d82cc4dc276 | (not run)        |
| kde-weighted/negative        | infer  | IDENTICAL x2 | 89c0159d99d9b46b | 89c0159d99d9b46b | (not run)        |
| kde-weighted/negative        | model  | IDENTICAL x2 | f38733eebd943f9e | f38733eebd943f9e | (not run)        |
| kde-weighted/odd             | infer  | IDENTICAL x2 | 594d6362da79cc2b | 594d6362da79cc2b | (not run)        |
| kde-weighted/odd             | model  | IDENTICAL x2 | c03119066e262d41 | c03119066e262d41 | (not run)        |
| kde-weighted/ties            | infer  | IDENTICAL x2 | fd50122f27e7a79d | fd50122f27e7a79d | (not run)        |
| kde-weighted/ties            | model  | IDENTICAL x2 | baee26310e103854 | baee26310e103854 | (not run)        |
| kde-weighted/wide            | infer  | IDENTICAL x2 | 19990e59847f44ff | 19990e59847f44ff | (not run)        |
| kde-weighted/wide            | model  | IDENTICAL x2 | c22f395c6857d83a | c22f395c6857d83a | (not run)        |
| kde/base                     | infer  | IDENTICAL x2 | 1a2c3054b661b72a | 1a2c3054b661b72a | (not run)        |
| kde/base                     | model  | IDENTICAL x2 | cd5469f3b8854867 | cd5469f3b8854867 | (not run)        |
| kde/denormal                 | infer  | IDENTICAL x2 | 21caf753bc5b6352 | 21caf753bc5b6352 | (not run)        |
| kde/denormal                 | model  | IDENTICAL x2 | ddc0470537b3c6d1 | ddc0470537b3c6d1 | (not run)        |
| kde/denormal_ftz             | infer  | IDENTICAL x2 | 21caf753bc5b6352 | 21caf753bc5b6352 | (not run)        |
| kde/denormal_ftz             | model  | IDENTICAL x2 | 6e413286a1f8aebb | 6e413286a1f8aebb | (not run)        |
| kde/dupes                    | infer  | IDENTICAL x2 | 1a2c3054b661b72a | 1a2c3054b661b72a | (not run)        |
| kde/dupes                    | model  | IDENTICAL x2 | cd5469f3b8854867 | cd5469f3b8854867 | (not run)        |
| kde/hashed                   | infer  | IDENTICAL x2 | f0d1cae79c88ca8a | f0d1cae79c88ca8a | (not run)        |
| kde/hashed                   | model  | IDENTICAL x2 | 9d8fc4cff3c9ae8e | 9d8fc4cff3c9ae8e | (not run)        |
| kde/negative                 | infer  | IDENTICAL x2 | 30a64b99c13a89c4 | 30a64b99c13a89c4 | (not run)        |
| kde/negative                 | model  | IDENTICAL x2 | 14b5ed33ef52d808 | 14b5ed33ef52d808 | (not run)        |
| kde/odd                      | infer  | IDENTICAL x2 | e49f797e443af916 | e49f797e443af916 | (not run)        |
| kde/odd                      | model  | IDENTICAL x2 | eaf7436bbd4ff68f | eaf7436bbd4ff68f | (not run)        |
| kde/ties                     | infer  | IDENTICAL x2 | 63b4da91ce458ab7 | 63b4da91ce458ab7 | (not run)        |
| kde/ties                     | model  | IDENTICAL x2 | c6b86284b81d2eea | c6b86284b81d2eea | (not run)        |
| kde/wide                     | infer  | IDENTICAL x2 | 39622885a3c508a9 | 39622885a3c508a9 | (not run)        |
| kde/wide                     | model  | IDENTICAL x2 | 4d511b1377a350b9 | 4d511b1377a350b9 | (not run)        |
| kmeans-array/base            | infer  | N/A          | n/a:no-predict   | n/a:no-predict   | (not run)        |
| kmeans-array/base            | model  | N/A          | n/a:no-save      | n/a:no-save      | (not run)        |
| kmeans-array/denormal        | infer  | N/A          | n/a:no-predict   | n/a:no-predict   | (not run)        |
| kmeans-array/denormal        | model  | N/A          | n/a:no-save      | n/a:no-save      | (not run)        |
