EXPECTED FAIL extra sticky count
MATCH old 542 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 543 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 544 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 545 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 546 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 547 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 548 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 549 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 550 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 551 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 552 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 553 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 554 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 555 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 556 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 557 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 558 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 559 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 560 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 561 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 562 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 563 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 564 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 565 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 566 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 567 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 568 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 569 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 570 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 571 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 572 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 573 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 574 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 575 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 576 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 577 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 578 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 579 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 580 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 581 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 582 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 583 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 584 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 585 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 586 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 587 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 588 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 589 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 590 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 591 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 592 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 593 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 594 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 595 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 596 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 597 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 598 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 599 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 4, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 8}
MATCH old 600 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 601 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 602 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 603 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 604 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 605 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 606 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 607 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 608 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 609 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 610 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 611 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 612 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 613 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 614 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 615 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 616 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 617 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 618 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 619 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 620 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 621 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 622 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 623 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 624 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 625 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 626 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 627 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 628 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 629 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 630 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 631 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 632 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 633 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 634 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 635 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 636 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 637 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 638 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 639 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 640 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 641 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 642 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 643 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 644 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 645 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 0, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 12}
MATCH old 646 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 647 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 648 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 649 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 650 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 651 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 652 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 653 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 0, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 12}
MATCH old 654 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 655 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 656 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 657 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 658 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 659 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 660 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 661 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 662 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 663 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 664 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 665 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 666 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 667 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 0, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 12}
MATCH old 668 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 669 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 670 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 671 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 672 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 673 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 674 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 675 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 676 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 677 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 678 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 679 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 680 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 681 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 682 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 683 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 684 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 685 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 686 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 687 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 688 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 689 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 690 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 1, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 11}
MATCH old 691 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 692 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 693 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 694 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 695 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 696 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 697 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 3, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 9}
MATCH old 698 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH old 699 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 2, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 10}
MATCH new 0 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 1 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 2 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 3 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 4 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 5 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 6 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 7 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 8 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 9 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 10 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 11 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 12 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 13 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 14 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 15 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 16 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
MATCH new 17 {'NOT_ATTEMPTED': 0, 'FUSED_RAN': 12, 'FUSED_REFUSED_REGIME': 0, 'FUSED_CORNER': 0, 'FUSED_SKIPPED_STICKY': 0}
