NOTE: --require-columns defaults to 2 (2026-09-20): every compared cell must rest on at least two real hashes, or it was not compared. Pass --require-columns 0 to turn the floor off, or a higher N to demand more.
NOTE: column cpu-apple-m4 is a CPU column: cpu_model='Apple M4' column=cpu families=['_mojolearn_arima_host', '_mojolearn_byte_lm_host', '_mojolearn_core_host', '_mojolearn_embedding_host', '_mojolearn_embedding_infer_host', '_mojolearn_estimators_host', '_mojolearn_forecast_host', '_mojolearn_forest_host', '_mojolearn_gbdt_host', '_mojolearn_gp_host', '_mojolearn_gp_infer_host', '_mojolearn_hdbscan_host', '_mojolearn_hdbscan_infer_host', '_mojolearn_ivf_host', '_mojolearn_ivf_search_host', '_mojolearn_kernel_methods_host', '_mojolearn_linalg_host', '_mojolearn_mamba_host', '_mojolearn_metrics_host', '_mojolearn_mixture_host', '_mojolearn_mixture_infer_host', '_mojolearn_neural_host', '_mojolearn_preprocessing_host', '_mojolearn_resample_host', '_mojolearn_rf_host', '_mojolearn_solver_host', '_mojolearn_svm_host', '_mojolearn_tokenizer_host', '_mojolearn_training_host', '_mojolearn_transformer_host', '_mojolearn_trees_host', '_mojolearn_tsa_host'] commit=51f93ced484d8e32e6e5f6f60f1fbe01ec207dd5
NOTE: column cpu-apple-m4 is a PARTIAL COLUMN: it left out batch, rlpair. Those parts are absent because they were not run, not because they agree; it is refused as a record
NOTE: column arm64 is a PARTIAL COLUMN: it left out batch, rlpair. Those parts are absent because they were not run, not because they agree; it is refused as a record
| lane/fixture                 | verdict    | cpu-apple-m4     | arm64            |
| gp-optimize/base             | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gp-optimize/base             | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gp-optimize/denormal         | infer  | IDENTICAL x2 | 5c31f2ae1de0cb97 | 5c31f2ae1de0cb97 |
| gp-optimize/denormal         | model  | IDENTICAL x2 | 929511aee5fa1e12 | 929511aee5fa1e12 |
| gp-optimize/denormal         | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gp-optimize/denormal         | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gp-optimize/denormal         | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gp-optimize/denormal         | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gp-optimize/denormal         | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gp-optimize/odd              | infer  | IDENTICAL x2 | 0e32e08dad3251aa | 0e32e08dad3251aa |
| gp-optimize/odd              | model  | IDENTICAL x2 | 3a1fceb79164f70c | 3a1fceb79164f70c |
| gp-optimize/odd              | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gp-optimize/odd              | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gp-optimize/odd              | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gp-optimize/odd              | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gp-optimize/odd              | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gp-sample-y-normalize/base   | infer  | IDENTICAL x2 | 0c4beaeb3b1aeb90 | 0c4beaeb3b1aeb90 |
| gp-sample-y-normalize/base   | model  | IDENTICAL x2 | 988bc1c3b51246a4 | 988bc1c3b51246a4 |
| gp-sample-y-normalize/base   | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gp-sample-y-normalize/base   | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gp-sample-y-normalize/base   | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gp-sample-y-normalize/base   | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gp-sample-y-normalize/base   | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gp-sample-y-normalize/denormal | infer  | IDENTICAL x2 | d83e1344b5034607 | d83e1344b5034607 |
| gp-sample-y-normalize/denormal | model  | IDENTICAL x2 | 7838eff1539fb489 | 7838eff1539fb489 |
| gp-sample-y-normalize/denormal | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gp-sample-y-normalize/denormal | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gp-sample-y-normalize/denormal | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gp-sample-y-normalize/denormal | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gp-sample-y-normalize/denormal | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gp-sample-y-normalize/odd    | infer  | IDENTICAL x2 | 1ed38e7596ec035d | 1ed38e7596ec035d |
| gp-sample-y-normalize/odd    | model  | IDENTICAL x2 | 767941378d3c368a | 767941378d3c368a |
| gp-sample-y-normalize/odd    | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gp-sample-y-normalize/odd    | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gp-sample-y-normalize/odd    | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gp-sample-y-normalize/odd    | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gp-sample-y-normalize/odd    | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gp-sample-y/base             | infer  | IDENTICAL x2 | b7cef1a89e642972 | b7cef1a89e642972 |
| gp-sample-y/base             | model  | IDENTICAL x2 | 8f4a54a0bd816175 | 8f4a54a0bd816175 |
| gp-sample-y/base             | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gp-sample-y/base             | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gp-sample-y/base             | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gp-sample-y/base             | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gp-sample-y/base             | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gp-sample-y/denormal         | infer  | IDENTICAL x2 | 41aae3173e5800f3 | 41aae3173e5800f3 |
| gp-sample-y/denormal         | model  | IDENTICAL x2 | e2e8bcc686c2be72 | e2e8bcc686c2be72 |
| gp-sample-y/denormal         | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gp-sample-y/denormal         | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gp-sample-y/denormal         | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gp-sample-y/denormal         | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gp-sample-y/denormal         | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gp-sample-y/odd              | infer  | IDENTICAL x2 | 88b3eef5cfb3f1e8 | 88b3eef5cfb3f1e8 |
| gp-sample-y/odd              | model  | IDENTICAL x2 | b5496b305f465a2e | b5496b305f465a2e |
| gp-sample-y/odd              | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gp-sample-y/odd              | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gp-sample-y/odd              | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gp-sample-y/odd              | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gp-sample-y/odd              | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gp/base                      | infer  | IDENTICAL x2 | 1e032c58b3e9cd14 | 1e032c58b3e9cd14 |
| gp/base                      | model  | IDENTICAL x2 | 8f4a54a0bd816175 | 8f4a54a0bd816175 |
| gp/base                      | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gp/base                      | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gp/base                      | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gp/base                      | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gp/base                      | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gp/denormal                  | infer  | IDENTICAL x2 | 353cd97119d0e754 | 353cd97119d0e754 |
| gp/denormal                  | model  | IDENTICAL x2 | e2e8bcc686c2be72 | e2e8bcc686c2be72 |
| gp/denormal                  | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gp/denormal                  | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gp/denormal                  | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gp/denormal                  | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gp/denormal                  | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gp/odd                       | infer  | IDENTICAL x2 | 9e3f1cf6c455f0fa | 9e3f1cf6c455f0fa |
| gp/odd                       | model  | IDENTICAL x2 | b5496b305f465a2e | b5496b305f465a2e |
| gp/odd                       | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gp/odd                       | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gp/odd                       | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gp/odd                       | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gp/odd                       | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gpc-multiclass/base          | infer  | IDENTICAL x2 | 84db38aa85e9efe3 | 84db38aa85e9efe3 |
| gpc-multiclass/base          | model  | IDENTICAL x2 | a7da75ab43e33d59 | a7da75ab43e33d59 |
| gpc-multiclass/base          | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gpc-multiclass/base          | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gpc-multiclass/base          | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gpc-multiclass/base          | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gpc-multiclass/base          | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gpc-multiclass/denormal      | infer  | IDENTICAL x2 | fb65a74653a8c928 | fb65a74653a8c928 |
| gpc-multiclass/denormal      | model  | IDENTICAL x2 | 6a06c6e9e1b52fbd | 6a06c6e9e1b52fbd |
| gpc-multiclass/denormal      | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gpc-multiclass/denormal      | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gpc-multiclass/denormal      | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gpc-multiclass/denormal      | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gpc-multiclass/denormal      | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gpc-multiclass/odd           | infer  | IDENTICAL x2 | f57fd8a7a5d1e719 | f57fd8a7a5d1e719 |
| gpc-multiclass/odd           | model  | IDENTICAL x2 | e09bd84a508af322 | e09bd84a508af322 |
| gpc-multiclass/odd           | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gpc-multiclass/odd           | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gpc-multiclass/odd           | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gpc-multiclass/odd           | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gpc-multiclass/odd           | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gpc/base                     | infer  | IDENTICAL x2 | fc0b4c2f28c2e079 | fc0b4c2f28c2e079 |
| gpc/base                     | model  | IDENTICAL x2 | 81b8bb9e635d8e83 | 81b8bb9e635d8e83 |
| gpc/base                     | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gpc/base                     | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gpc/base                     | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gpc/base                     | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gpc/base                     | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gpc/denormal                 | infer  | IDENTICAL x2 | cd21375d6187b126 | cd21375d6187b126 |
| gpc/denormal                 | model  | IDENTICAL x2 | 1ed2aed7cb4ce5f2 | 1ed2aed7cb4ce5f2 |
| gpc/denormal                 | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gpc/denormal                 | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gpc/denormal                 | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gpc/denormal                 | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gpc/denormal                 | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gpc/odd                      | infer  | IDENTICAL x2 | 1af8d13ad9045833 | 1af8d13ad9045833 |
| gpc/odd                      | model  | IDENTICAL x2 | d5a786c8bdd995bf | d5a786c8bdd995bf |
| gpc/odd                      | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gpc/odd                      | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gpc/odd                      | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gpc/odd                      | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gpc/odd                      | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| grad-accumulation/base       | infer  | N/A          | n/a:function     | n/a:function     |
| grad-accumulation/base       | model  | N/A          | n/a:no-save      | n/a:no-save      |
| grad-accumulation/base       | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| grad-accumulation/base       | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| grad-accumulation/base       | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| grad-accumulation/base       | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| grad-accumulation/base       | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| grad-accumulation/denormal   | infer  | N/A          | n/a:function     | n/a:function     |
| grad-accumulation/denormal   | model  | N/A          | n/a:no-save      | n/a:no-save      |
| grad-accumulation/denormal   | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| grad-accumulation/denormal   | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| grad-accumulation/denormal   | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| grad-accumulation/denormal   | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| grad-accumulation/denormal   | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| grad-accumulation/odd        | infer  | N/A          | n/a:function     | n/a:function     |
| grad-accumulation/odd        | model  | N/A          | n/a:no-save      | n/a:no-save      |
| grad-accumulation/odd        | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| grad-accumulation/odd        | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| grad-accumulation/odd        | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| grad-accumulation/odd        | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| grad-accumulation/odd        | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| hdbscan-leaf/base            | infer  | IDENTICAL x2 | a0658fefbfd213e5 | a0658fefbfd213e5 |
| hdbscan-leaf/base            | model  | IDENTICAL x2 | 4f53186860be8df1 | 4f53186860be8df1 |
| hdbscan-leaf/base            | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| hdbscan-leaf/base            | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| hdbscan-leaf/base            | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| hdbscan-leaf/base            | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| hdbscan-leaf/base            | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| hdbscan-leaf/denormal        | infer  | IDENTICAL x2 | 92e49380752e9f41 | 92e49380752e9f41 |
| hdbscan-leaf/denormal        | model  | IDENTICAL x2 | ee3888d8c117f456 | ee3888d8c117f456 |
| hdbscan-leaf/denormal        | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| hdbscan-leaf/denormal        | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| hdbscan-leaf/denormal        | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| hdbscan-leaf/denormal        | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| hdbscan-leaf/denormal        | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| hdbscan-leaf/odd             | infer  | IDENTICAL x2 | 908049726d1aaed3 | 908049726d1aaed3 |
| hdbscan-leaf/odd             | model  | IDENTICAL x2 | 75fc7d38abeea9e9 | 75fc7d38abeea9e9 |
| hdbscan-leaf/odd             | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| hdbscan-leaf/odd             | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| hdbscan-leaf/odd             | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| hdbscan-leaf/odd             | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| hdbscan-leaf/odd             | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| hdbscan/base                 | infer  | IDENTICAL x2 | ba3e531f236e565f | ba3e531f236e565f |
| hdbscan/base                 | model  | IDENTICAL x2 | 7196a2cafd1d9436 | 7196a2cafd1d9436 |
| hdbscan/base                 | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| hdbscan/base                 | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| hdbscan/base                 | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| hdbscan/base                 | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| hdbscan/base                 | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| hdbscan/denormal             | infer  | IDENTICAL x2 | 3a05d0361144e57b | 3a05d0361144e57b |
| hdbscan/denormal             | model  | IDENTICAL x2 | 01421879e4bcd971 | 01421879e4bcd971 |
| hdbscan/denormal             | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| hdbscan/denormal             | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| hdbscan/denormal             | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| hdbscan/denormal             | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| hdbscan/denormal             | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| hdbscan/odd                  | infer  | IDENTICAL x2 | a441b54bcaa6efc1 | a441b54bcaa6efc1 |
| hdbscan/odd                  | model  | IDENTICAL x2 | 74d4523f4b22fd9f | 74d4523f4b22fd9f |
| hdbscan/odd                  | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| hdbscan/odd                  | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| hdbscan/odd                  | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| hdbscan/odd                  | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| hdbscan/odd                  | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| hf-causal-lm/base            | infer  | IDENTICAL x2 | 5b1fc87f81865a2a | 5b1fc87f81865a2a |
| hf-causal-lm/base            | model  | N/A          | n/a:no-save      | n/a:no-save      |
| hf-causal-lm/base            | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| hf-causal-lm/base            | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| hf-causal-lm/base            | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| hf-causal-lm/base            | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| hf-causal-lm/base            | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| hf-causal-lm/denormal        | infer  | IDENTICAL x2 | 0da206610b865ba6 | 0da206610b865ba6 |
| hf-causal-lm/denormal        | model  | N/A          | n/a:no-save      | n/a:no-save      |
| hf-causal-lm/denormal        | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| hf-causal-lm/denormal        | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| hf-causal-lm/denormal        | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| hf-causal-lm/denormal        | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| hf-causal-lm/denormal        | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| hf-causal-lm/odd             | infer  | IDENTICAL x2 | 5b1fc87f81865a2a | 5b1fc87f81865a2a |
| hf-causal-lm/odd             | model  | N/A          | n/a:no-save      | n/a:no-save      |
| hf-causal-lm/odd             | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| hf-causal-lm/odd             | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| hf-causal-lm/odd             | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| hf-causal-lm/odd             | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| hf-causal-lm/odd             | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| hf-checkpoint/base           | infer  | N/A          | n/a:function     | n/a:function     |
| hf-checkpoint/base           | model  | N/A          | n/a:no-save      | n/a:no-save      |
| hf-checkpoint/base           | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| hf-checkpoint/base           | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| hf-checkpoint/base           | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| hf-checkpoint/base           | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| hf-checkpoint/base           | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| hf-checkpoint/denormal       | infer  | N/A          | n/a:function     | n/a:function     |
| hf-checkpoint/denormal       | model  | N/A          | n/a:no-save      | n/a:no-save      |
| hf-checkpoint/denormal       | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| hf-checkpoint/denormal       | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| hf-checkpoint/denormal       | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| hf-checkpoint/denormal       | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| hf-checkpoint/denormal       | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| hf-checkpoint/odd            | infer  | N/A          | n/a:function     | n/a:function     |
| hf-checkpoint/odd            | model  | N/A          | n/a:no-save      | n/a:no-save      |
| hf-checkpoint/odd            | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| hf-checkpoint/odd            | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| hf-checkpoint/odd            | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| hf-checkpoint/odd            | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| hf-checkpoint/odd            | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| hf-tokenizer/base            | infer  | IDENTICAL x2 | bd52da98a5aa9de7 | bd52da98a5aa9de7 |
| hf-tokenizer/base            | model  | N/A          | n/a:no-save      | n/a:no-save      |
| hf-tokenizer/base            | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| hf-tokenizer/base            | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| hf-tokenizer/base            | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| hf-tokenizer/base            | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| hf-tokenizer/base            | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| hf-tokenizer/denormal        | infer  | IDENTICAL x2 | 59b5ad5dfbff7c9f | 59b5ad5dfbff7c9f |
| hf-tokenizer/denormal        | model  | N/A          | n/a:no-save      | n/a:no-save      |
| hf-tokenizer/denormal        | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| hf-tokenizer/denormal        | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| hf-tokenizer/denormal        | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| hf-tokenizer/denormal        | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| hf-tokenizer/denormal        | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| hf-tokenizer/odd             | infer  | IDENTICAL x2 | bd52da98a5aa9de7 | bd52da98a5aa9de7 |
| hf-tokenizer/odd             | model  | N/A          | n/a:no-save      | n/a:no-save      |
| hf-tokenizer/odd             | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| hf-tokenizer/odd             | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| hf-tokenizer/odd             | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| hf-tokenizer/odd             | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| hf-tokenizer/odd             | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| holtwinters-multiplicative/base | infer  | IDENTICAL x2 | 1923ecf4aa468950 | 1923ecf4aa468950 |
| holtwinters-multiplicative/base | model  | IDENTICAL x2 | 316342a94d89d5c1 | 316342a94d89d5c1 |
| holtwinters-multiplicative/base | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| holtwinters-multiplicative/base | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| holtwinters-multiplicative/base | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| holtwinters-multiplicative/base | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| holtwinters-multiplicative/base | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| holtwinters-multiplicative/denormal | infer  | IDENTICAL x2 | 5e7dba822d698dd4 | 5e7dba822d698dd4 |
| holtwinters-multiplicative/denormal | model  | IDENTICAL x2 | b1e5b27840f59ee3 | b1e5b27840f59ee3 |
| holtwinters-multiplicative/denormal | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| holtwinters-multiplicative/denormal | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| holtwinters-multiplicative/denormal | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| holtwinters-multiplicative/denormal | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| holtwinters-multiplicative/denormal | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| holtwinters-multiplicative/odd | infer  | IDENTICAL x2 | f0e5d8a2b6c65fa1 | f0e5d8a2b6c65fa1 |
