NOTE: --require-columns defaults to 2 (2026-09-20): every compared cell must rest on at least two real hashes, or it was not compared. Pass --require-columns 0 to turn the floor off, or a higher N to demand more.
NOTE: column cpu-apple-m4 is a CPU column: cpu_model='Apple M4' column=cpu families=['_mojolearn_arima_host', '_mojolearn_byte_lm_host', '_mojolearn_core_host', '_mojolearn_embedding_host', '_mojolearn_embedding_infer_host', '_mojolearn_estimators_host', '_mojolearn_forecast_host', '_mojolearn_forest_host', '_mojolearn_gbdt_host', '_mojolearn_gp_host', '_mojolearn_gp_infer_host', '_mojolearn_hdbscan_host', '_mojolearn_hdbscan_infer_host', '_mojolearn_ivf_host', '_mojolearn_ivf_search_host', '_mojolearn_kernel_methods_host', '_mojolearn_linalg_host', '_mojolearn_mamba_host', '_mojolearn_metrics_host', '_mojolearn_mixture_host', '_mojolearn_mixture_infer_host', '_mojolearn_neural_host', '_mojolearn_preprocessing_host', '_mojolearn_resample_host', '_mojolearn_rf_host', '_mojolearn_solver_host', '_mojolearn_svm_host', '_mojolearn_tokenizer_host', '_mojolearn_training_host', '_mojolearn_transformer_host', '_mojolearn_trees_host', '_mojolearn_tsa_host'] commit=51f93ced484d8e32e6e5f6f60f1fbe01ec207dd5
NOTE: column cpu-apple-m4 is a PARTIAL COLUMN: it left out batch, rlpair. Those parts are absent because they were not run, not because they agree; it is refused as a record
NOTE: column arm64 is a PARTIAL COLUMN: it left out batch, rlpair. Those parts are absent because they were not run, not because they agree; it is refused as a record
| lane/fixture                 | verdict    | cpu-apple-m4     | arm64            |
| gbdt-ranking-defaults/denormal | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-ranking-defaults/odd    | infer  | IDENTICAL x2 | b97e79e2ce19a3ba | b97e79e2ce19a3ba |
| gbdt-ranking-defaults/odd    | model  | IDENTICAL x2 | fc39cc49fb78abf2 | fc39cc49fb78abf2 |
| gbdt-ranking-defaults/odd    | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-ranking-defaults/odd    | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-ranking-defaults/odd    | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gbdt-ranking-defaults/odd    | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-ranking-defaults/odd    | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-rmse/base               | infer  | IDENTICAL x2 | ba6284898fcd7adb | ba6284898fcd7adb |
| gbdt-rmse/base               | model  | IDENTICAL x2 | 6a7e0d174aadda21 | 6a7e0d174aadda21 |
| gbdt-rmse/base               | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-rmse/base               | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-rmse/base               | batchscale | IDENTICAL x2 | be09b7dcb4d0de17 | be09b7dcb4d0de17 |
| gbdt-rmse/base               | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-rmse/base               | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-rmse/denormal           | infer  | IDENTICAL x2 | 86db747723f31263 | 86db747723f31263 |
| gbdt-rmse/denormal           | model  | IDENTICAL x2 | 70624119eb3559b1 | 70624119eb3559b1 |
| gbdt-rmse/denormal           | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-rmse/denormal           | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-rmse/denormal           | batchscale | IDENTICAL x2 | 2ae0701b3e06031b | 2ae0701b3e06031b |
| gbdt-rmse/denormal           | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-rmse/denormal           | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-rmse/odd                | infer  | IDENTICAL x2 | 88f9e64eea1b35df | 88f9e64eea1b35df |
| gbdt-rmse/odd                | model  | IDENTICAL x2 | 7a0ea772f0108d40 | 7a0ea772f0108d40 |
| gbdt-rmse/odd                | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-rmse/odd                | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-rmse/odd                | batchscale | IDENTICAL x2 | 6df2783acb646870 | 6df2783acb646870 |
| gbdt-rmse/odd                | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-rmse/odd                | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-stochastic-arms/base    | infer  | IDENTICAL x2 | d62f86f708218876 | d62f86f708218876 |
| gbdt-stochastic-arms/base    | model  | IDENTICAL x2 | 859b58261f5d7d64 | 859b58261f5d7d64 |
| gbdt-stochastic-arms/base    | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-stochastic-arms/base    | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-stochastic-arms/base    | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gbdt-stochastic-arms/base    | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-stochastic-arms/base    | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-stochastic-arms/denormal | infer  | IDENTICAL x2 | 5591f0672dfffe4a | 5591f0672dfffe4a |
| gbdt-stochastic-arms/denormal | model  | IDENTICAL x2 | 3af1d1d5fb95082e | 3af1d1d5fb95082e |
| gbdt-stochastic-arms/denormal | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-stochastic-arms/denormal | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-stochastic-arms/denormal | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gbdt-stochastic-arms/denormal | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-stochastic-arms/denormal | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-stochastic-arms/odd     | infer  | IDENTICAL x2 | 355462e21a80891e | 355462e21a80891e |
| gbdt-stochastic-arms/odd     | model  | IDENTICAL x2 | 57687c98a84570a4 | 57687c98a84570a4 |
| gbdt-stochastic-arms/odd     | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-stochastic-arms/odd     | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-stochastic-arms/odd     | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gbdt-stochastic-arms/odd     | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-stochastic-arms/odd     | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-symmetric-eval/base     | infer  | IDENTICAL x2 | feae2330db28469f | feae2330db28469f |
| gbdt-symmetric-eval/base     | model  | IDENTICAL x2 | ef0eb26ae35c6dd6 | ef0eb26ae35c6dd6 |
| gbdt-symmetric-eval/base     | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-symmetric-eval/base     | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-symmetric-eval/base     | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gbdt-symmetric-eval/base     | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-symmetric-eval/base     | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-symmetric-eval/denormal | infer  | IDENTICAL x2 | 7638febad4ebd0ed | 7638febad4ebd0ed |
| gbdt-symmetric-eval/denormal | model  | IDENTICAL x2 | d0a7cbca87c71784 | d0a7cbca87c71784 |
| gbdt-symmetric-eval/denormal | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-symmetric-eval/denormal | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-symmetric-eval/denormal | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gbdt-symmetric-eval/denormal | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-symmetric-eval/denormal | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-symmetric-eval/odd      | infer  | IDENTICAL x2 | 6192a9e379cf62e3 | 6192a9e379cf62e3 |
| gbdt-symmetric-eval/odd      | model  | IDENTICAL x2 | a2d75ade0964122b | a2d75ade0964122b |
| gbdt-symmetric-eval/odd      | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-symmetric-eval/odd      | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-symmetric-eval/odd      | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gbdt-symmetric-eval/odd      | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-symmetric-eval/odd      | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-symmetric/base          | infer  | IDENTICAL x2 | e1db044dc82354ac | e1db044dc82354ac |
| gbdt-symmetric/base          | model  | IDENTICAL x2 | ee776c33f052679a | ee776c33f052679a |
| gbdt-symmetric/base          | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-symmetric/base          | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-symmetric/base          | batchscale | IDENTICAL x2 | acc7ee352b4565e3 | acc7ee352b4565e3 |
| gbdt-symmetric/base          | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-symmetric/base          | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-symmetric/denormal      | infer  | IDENTICAL x2 | e1db044dc82354ac | e1db044dc82354ac |
| gbdt-symmetric/denormal      | model  | IDENTICAL x2 | 4f2c8b24bbe2eb42 | 4f2c8b24bbe2eb42 |
| gbdt-symmetric/denormal      | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-symmetric/denormal      | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-symmetric/denormal      | batchscale | IDENTICAL x2 | acc7ee352b4565e3 | acc7ee352b4565e3 |
| gbdt-symmetric/denormal      | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-symmetric/denormal      | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-symmetric/odd           | infer  | IDENTICAL x2 | 24dbd6988a519e0c | 24dbd6988a519e0c |
| gbdt-symmetric/odd           | model  | IDENTICAL x2 | 3dfdadfd1961d2b5 | 3dfdadfd1961d2b5 |
| gbdt-symmetric/odd           | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-symmetric/odd           | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-symmetric/odd           | batchscale | IDENTICAL x2 | ee58518a916051e9 | ee58518a916051e9 |
| gbdt-symmetric/odd           | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-symmetric/odd           | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-tensor-ctr-tables/base  | infer  | IDENTICAL x2 | 18c29c1d0b000438 | 18c29c1d0b000438 |
| gbdt-tensor-ctr-tables/base  | model  | ONE-COLUMN   | n/a:gpu-saved-file (a CPU column loads the GPU column's model and writes none) | d701b87375180e4b |
| gbdt-tensor-ctr-tables/base  | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-tensor-ctr-tables/base  | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-tensor-ctr-tables/base  | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gbdt-tensor-ctr-tables/base  | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-tensor-ctr-tables/base  | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-tensor-ctr-tables/denormal | infer  | IDENTICAL x2 | 39133503b753ec5d | 39133503b753ec5d |
| gbdt-tensor-ctr-tables/denormal | model  | ONE-COLUMN   | n/a:gpu-saved-file (a CPU column loads the GPU column's model and writes none) | 1a4382769846fc64 |
| gbdt-tensor-ctr-tables/denormal | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-tensor-ctr-tables/denormal | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-tensor-ctr-tables/denormal | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gbdt-tensor-ctr-tables/denormal | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-tensor-ctr-tables/denormal | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-tensor-ctr-tables/odd   | infer  | IDENTICAL x2 | b6a857464e3fc541 | b6a857464e3fc541 |
| gbdt-tensor-ctr-tables/odd   | model  | ONE-COLUMN   | n/a:gpu-saved-file (a CPU column loads the GPU column's model and writes none) | 4148bc1f3f9b7e87 |
| gbdt-tensor-ctr-tables/odd   | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-tensor-ctr-tables/odd   | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-tensor-ctr-tables/odd   | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gbdt-tensor-ctr-tables/odd   | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-tensor-ctr-tables/odd   | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-yeti-rank/base          | infer  | IDENTICAL x2 | 09302e69a820d4d2 | 09302e69a820d4d2 |
| gbdt-yeti-rank/base          | model  | IDENTICAL x2 | 61b246f4d443ada8 | 61b246f4d443ada8 |
| gbdt-yeti-rank/base          | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-yeti-rank/base          | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-yeti-rank/base          | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gbdt-yeti-rank/base          | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-yeti-rank/base          | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-yeti-rank/denormal      | infer  | IDENTICAL x2 | e8ccd4b92a65657e | e8ccd4b92a65657e |
| gbdt-yeti-rank/denormal      | model  | IDENTICAL x2 | 8ef0240158649cae | 8ef0240158649cae |
| gbdt-yeti-rank/denormal      | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-yeti-rank/denormal      | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-yeti-rank/denormal      | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gbdt-yeti-rank/denormal      | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-yeti-rank/denormal      | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gbdt-yeti-rank/odd           | infer  | IDENTICAL x2 | 4f27a4e93e0b10ae | 4f27a4e93e0b10ae |
| gbdt-yeti-rank/odd           | model  | IDENTICAL x2 | 6b0f6c184a2f7a1c | 6b0f6c184a2f7a1c |
| gbdt-yeti-rank/odd           | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gbdt-yeti-rank/odd           | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gbdt-yeti-rank/odd           | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gbdt-yeti-rank/odd           | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gbdt-yeti-rank/odd           | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gemm-bf16/base               | infer  | N/A          | n/a:function     | n/a:function     |
| gemm-bf16/base               | model  | N/A          | n/a:no-save      | n/a:no-save      |
| gemm-bf16/base               | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gemm-bf16/base               | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gemm-bf16/base               | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gemm-bf16/base               | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gemm-bf16/base               | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gemm-bf16/denormal           | infer  | N/A          | n/a:function     | n/a:function     |
| gemm-bf16/denormal           | model  | N/A          | n/a:no-save      | n/a:no-save      |
| gemm-bf16/denormal           | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gemm-bf16/denormal           | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gemm-bf16/denormal           | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gemm-bf16/denormal           | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gemm-bf16/denormal           | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gemm-bf16/odd                | infer  | N/A          | n/a:function     | n/a:function     |
| gemm-bf16/odd                | model  | N/A          | n/a:no-save      | n/a:no-save      |
| gemm-bf16/odd                | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gemm-bf16/odd                | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gemm-bf16/odd                | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gemm-bf16/odd                | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gemm-bf16/odd                | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gemm-int8/base               | infer  | N/A          | n/a:function     | n/a:function     |
| gemm-int8/base               | model  | N/A          | n/a:no-save      | n/a:no-save      |
| gemm-int8/base               | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gemm-int8/base               | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gemm-int8/base               | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gemm-int8/base               | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gemm-int8/base               | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gemm-int8/denormal           | infer  | N/A          | n/a:function     | n/a:function     |
| gemm-int8/denormal           | model  | N/A          | n/a:no-save      | n/a:no-save      |
| gemm-int8/denormal           | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gemm-int8/denormal           | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gemm-int8/denormal           | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gemm-int8/denormal           | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gemm-int8/denormal           | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gemm-int8/odd                | infer  | N/A          | n/a:function     | n/a:function     |
| gemm-int8/odd                | model  | N/A          | n/a:no-save      | n/a:no-save      |
| gemm-int8/odd                | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gemm-int8/odd                | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gemm-int8/odd                | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gemm-int8/odd                | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gemm-int8/odd                | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gemm-pinned/base             | infer  | N/A          | n/a:function     | n/a:function     |
| gemm-pinned/base             | model  | N/A          | n/a:no-save      | n/a:no-save      |
| gemm-pinned/base             | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gemm-pinned/base             | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gemm-pinned/base             | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gemm-pinned/base             | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gemm-pinned/base             | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gemm-pinned/denormal         | infer  | N/A          | n/a:function     | n/a:function     |
| gemm-pinned/denormal         | model  | N/A          | n/a:no-save      | n/a:no-save      |
| gemm-pinned/denormal         | batch  | N/A          | n/a:skipped (--no-batch) | n/a:skipped (--no-batch) |
| gemm-pinned/denormal         | batchgrad | N/A          | n/a:no-backward  | n/a:no-backward  |
| gemm-pinned/denormal         | batchscale | N/A          | n/a:not-in-the-serving-set | n/a:not-in-the-serving-set |
| gemm-pinned/denormal         | ragged | N/A          | n/a:no-sequence-axis | n/a:no-sequence-axis |
| gemm-pinned/denormal         | stepfull | N/A          | n/a:no-decode-state | n/a:no-decode-state |
| gemm-pinned/odd              | infer  | N/A          | n/a:function     | n/a:function     |
| gemm-pinned/odd              | model  | N/A          | n/a:no-save      | n/a:no-save      |
