NOTE: column cuda-4090 is INCOMPLETE (the run was killed); lanes after the last one written are absent, not clean
| lane/fixture                 | verdict    | cuda-4090        | cuda-4090        |
| transformer-bf16w/ties       | infer  | ONE-COLUMN   | (not run)        | 0023de6f3b74f961 |
| transformer-bf16w/ties       | model  | N/A          | (not run)        | n/a:no-save      |
| transformer-bf16w/ties       | batch  | ONE-COLUMN   | (not run)        | 30c86c7226ba2cae |
| transformer-bf16w/ties       | rlpair | ONE-COLUMN   | (not run)        | d403199a00d918fb |
| transformer-bf16w/wide       | infer  | ONE-COLUMN   | (not run)        | 459d836a1de632c6 |
| transformer-bf16w/wide       | model  | N/A          | (not run)        | n/a:no-save      |
| transformer-bf16w/wide       | batch  | ONE-COLUMN   | (not run)        | e443739ada66a5f0 |
| transformer-bf16w/wide       | rlpair | ONE-COLUMN   | (not run)        | aa5f446950f3a0d9 |
| transformer/base             | infer  | IDENTICAL x2 | 80ab5cc2b56af36f | 80ab5cc2b56af36f |
| transformer/base             | model  | N/A          | n/a:no-save      | n/a:no-save      |
| transformer/base             | batch  | IDENTICAL x2 | 022a9fe3b33a7f0d | 022a9fe3b33a7f0d |
| transformer/base             | rlpair | IDENTICAL x2 | b93b5a9dd5ac5a6d | b93b5a9dd5ac5a6d |
| transformer/denormal         | infer  | IDENTICAL x2 | 409686c83a812662 | 409686c83a812662 |
| transformer/denormal         | model  | N/A          | n/a:no-save      | n/a:no-save      |
| transformer/denormal         | batch  | IDENTICAL x2 | fd4b7df10748386f | fd4b7df10748386f |
| transformer/denormal         | rlpair | IDENTICAL x2 | 060a4253cb4a9a21 | 060a4253cb4a9a21 |
| transformer/denormal_ftz     | infer  | IDENTICAL x2 | 409686c83a812662 | 409686c83a812662 |
| transformer/denormal_ftz     | model  | N/A          | n/a:no-save      | n/a:no-save      |
| transformer/denormal_ftz     | batch  | IDENTICAL x2 | fd4b7df10748386f | fd4b7df10748386f |
| transformer/denormal_ftz     | rlpair | IDENTICAL x2 | 5cae9a65ecba30ec | 5cae9a65ecba30ec |
| transformer/dupes            | infer  | IDENTICAL x2 | b148c12305954963 | b148c12305954963 |
| transformer/dupes            | model  | N/A          | n/a:no-save      | n/a:no-save      |
| transformer/dupes            | batch  | IDENTICAL x2 | 7c7acf7f7d7c696c | 7c7acf7f7d7c696c |
| transformer/dupes            | rlpair | IDENTICAL x2 | b93b5a9dd5ac5a6d | b93b5a9dd5ac5a6d |
| transformer/hashed           | infer  | IDENTICAL x2 | 0e628f9d48f2496e | 0e628f9d48f2496e |
| transformer/hashed           | model  | N/A          | n/a:no-save      | n/a:no-save      |
| transformer/hashed           | batch  | IDENTICAL x2 | 0d10a3391bb7f6ac | 0d10a3391bb7f6ac |
| transformer/hashed           | rlpair | IDENTICAL x2 | cbba0e6b948d9b4e | cbba0e6b948d9b4e |
| transformer/negative         | infer  | IDENTICAL x2 | 5dac481538b009f5 | 5dac481538b009f5 |
| transformer/negative         | model  | N/A          | n/a:no-save      | n/a:no-save      |
| transformer/negative         | batch  | IDENTICAL x2 | 44b32c27eb52258f | 44b32c27eb52258f |
| transformer/negative         | rlpair | IDENTICAL x2 | 7f5fbc8994ef204c | 7f5fbc8994ef204c |
| transformer/odd              | infer  | IDENTICAL x2 | 80ab5cc2b56af36f | 80ab5cc2b56af36f |
| transformer/odd              | model  | N/A          | n/a:no-save      | n/a:no-save      |
| transformer/odd              | batch  | IDENTICAL x2 | 022a9fe3b33a7f0d | 022a9fe3b33a7f0d |
| transformer/odd              | rlpair | IDENTICAL x2 | b93b5a9dd5ac5a6d | b93b5a9dd5ac5a6d |
| transformer/ties             | infer  | IDENTICAL x2 | 2912a1df502a940f | 2912a1df502a940f |
| transformer/ties             | model  | N/A          | n/a:no-save      | n/a:no-save      |
| transformer/ties             | batch  | IDENTICAL x2 | c010c076bf959bdf | c010c076bf959bdf |
| transformer/ties             | rlpair | IDENTICAL x2 | 0d75dceb7b1222cf | 0d75dceb7b1222cf |
| transformer/wide             | infer  | IDENTICAL x2 | 472ac906ecc50310 | 472ac906ecc50310 |
| transformer/wide             | model  | N/A          | n/a:no-save      | n/a:no-save      |
| transformer/wide             | batch  | IDENTICAL x2 | f300f54e8de020d9 | f300f54e8de020d9 |
| transformer/wide             | rlpair | IDENTICAL x2 | 3d074e30eb206cd8 | 3d074e30eb206cd8 |
| tsvd/base                    | infer  | IDENTICAL x2 | 36793a22ecfc11d9 | 36793a22ecfc11d9 |
| tsvd/base                    | model  | IDENTICAL x2 | dad8484c8148cc3a | dad8484c8148cc3a |
| tsvd/base                    | batch  | IDENTICAL x2 | 82ce7144bbf6ecdb | 82ce7144bbf6ecdb |
| tsvd/denormal                | infer  | IDENTICAL x2 | fc4af18e4659ab46 | fc4af18e4659ab46 |
| tsvd/denormal                | model  | IDENTICAL x2 | 3ddbcba0a9ba339d | 3ddbcba0a9ba339d |
| tsvd/denormal                | batch  | IDENTICAL x2 | fe195d8a3551d078 | fe195d8a3551d078 |
| tsvd/denormal_ftz            | infer  | IDENTICAL x2 | fc4af18e4659ab46 | fc4af18e4659ab46 |
| tsvd/denormal_ftz            | model  | IDENTICAL x2 | 3ddbcba0a9ba339d | 3ddbcba0a9ba339d |
| tsvd/denormal_ftz            | batch  | IDENTICAL x2 | fe195d8a3551d078 | fe195d8a3551d078 |
| tsvd/dupes                   | infer  | IDENTICAL x2 | b20d1e18ded5c227 | b20d1e18ded5c227 |
| tsvd/dupes                   | model  | IDENTICAL x2 | 0ccf336c88307c6c | 0ccf336c88307c6c |
| tsvd/dupes                   | batch  | IDENTICAL x2 | 0c723290ada8b005 | 0c723290ada8b005 |
| tsvd/hashed                  | infer  | IDENTICAL x2 | a253da0a489ff1d7 | a253da0a489ff1d7 |
| tsvd/hashed                  | model  | IDENTICAL x2 | 9b2cd491dca9241a | 9b2cd491dca9241a |
| tsvd/hashed                  | batch  | IDENTICAL x2 | 7712efc6f107037c | 7712efc6f107037c |
| tsvd/negative                | infer  | IDENTICAL x2 | 47e1b7225f50fa55 | 47e1b7225f50fa55 |
| tsvd/negative                | model  | IDENTICAL x2 | 27c536a4f0a5c619 | 27c536a4f0a5c619 |
| tsvd/negative                | batch  | IDENTICAL x2 | 103aac49d3277730 | 103aac49d3277730 |
| tsvd/odd                     | infer  | IDENTICAL x2 | 4ca5ee061209a589 | 4ca5ee061209a589 |
| tsvd/odd                     | model  | IDENTICAL x2 | efe0b4a3e0f314b8 | efe0b4a3e0f314b8 |
| tsvd/odd                     | batch  | IDENTICAL x2 | 6f1af89fe056c083 | 6f1af89fe056c083 |
| tsvd/ties                    | infer  | IDENTICAL x2 | 441e224141ca3ef4 | 441e224141ca3ef4 |
| tsvd/ties                    | model  | IDENTICAL x2 | 5aa8d4139303b4c2 | 5aa8d4139303b4c2 |
| tsvd/ties                    | batch  | IDENTICAL x2 | 6f772af007dbdeaf | 6f772af007dbdeaf |
| tsvd/wide                    | infer  | IDENTICAL x2 | cef9d6af2957dea2 | cef9d6af2957dea2 |
| tsvd/wide                    | model  | IDENTICAL x2 | d1350f18d6205fbb | d1350f18d6205fbb |
| tsvd/wide                    | batch  | IDENTICAL x2 | 01c3cbd301ab9c8e | 01c3cbd301ab9c8e |

infer/model: 54 column cells not compared (no JSON here carries them; they predate the columns)
summary (infer/model): IDENTICAL=450, N/A=63, NOT-COMPARED=54, ONE-COLUMN=9
batch: 27 column cells not compared (no JSON here carries them; they predate the batch part)
summary (batch): IDENTICAL=243, N/A=9, NOT-COMPARED=27, ONE-COLUMN=9
rlpair: 18 column cells not compared (no JSON here carries them; they predate the rlpair part)
summary (rlpair): IDENTICAL=36, NOT-COMPARED=18, ONE-COLUMN=9
