NOTE: column cpu-apple-m4 is a CPU column: cpu_model='Apple M4' column=cpu families=['_mojolearn_core_host', '_mojolearn_solver_host', '_mojolearn_trees_host'] commit=6796ceff932391adeaea8d788a6c5230ddfacf53
| lane/fixture                 | verdict    | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-gfx942       | cpu-apple-m4     |
| svr/wide                     | IDENTICAL x3 | 089b83a32233143b | 089b83a32233143b | 089b83a32233143b | (not run)        |
| transformer/base             | IDENTICAL x3 | 295d4e62d4c78b14 | 295d4e62d4c78b14 | 295d4e62d4c78b14 | (not run)        |
| transformer/denormal         | IDENTICAL x3 | da87cbc4fb93d086 | da87cbc4fb93d086 | da87cbc4fb93d086 | (not run)        |
| transformer/denormal_ftz     | IDENTICAL x3 | da87cbc4fb93d086 | da87cbc4fb93d086 | da87cbc4fb93d086 | (not run)        |
| transformer/dupes            | IDENTICAL x3 | e48bc0a8545b1a29 | e48bc0a8545b1a29 | e48bc0a8545b1a29 | (not run)        |
| transformer/hashed           | IDENTICAL x3 | 7d565e3a35324caa | 7d565e3a35324caa | 7d565e3a35324caa | (not run)        |
| transformer/negative         | IDENTICAL x3 | 79d66e219ac996a9 | 79d66e219ac996a9 | 79d66e219ac996a9 | (not run)        |
| transformer/odd              | IDENTICAL x3 | 295d4e62d4c78b14 | 295d4e62d4c78b14 | 295d4e62d4c78b14 | (not run)        |
| transformer/ties             | IDENTICAL x3 | 251eb6369ef11d70 | 251eb6369ef11d70 | 251eb6369ef11d70 | (not run)        |
| transformer/wide             | IDENTICAL x3 | ecbe59229197362b | ecbe59229197362b | ecbe59229197362b | (not run)        |
| tsvd/base                    | IDENTICAL x3 | 8e8d20af1d08720c | 8e8d20af1d08720c | 8e8d20af1d08720c | (not run)        |
| tsvd/denormal                | IDENTICAL x3 | 36d9e3d5aaadcd92 | 36d9e3d5aaadcd92 | 36d9e3d5aaadcd92 | (not run)        |
| tsvd/denormal_ftz            | IDENTICAL x3 | 36d9e3d5aaadcd92 | 36d9e3d5aaadcd92 | 36d9e3d5aaadcd92 | (not run)        |
| tsvd/dupes                   | IDENTICAL x3 | 9a24cf55eff6013c | 9a24cf55eff6013c | 9a24cf55eff6013c | (not run)        |
| tsvd/hashed                  | IDENTICAL x3 | 7eeaca88b0e6a8de | 7eeaca88b0e6a8de | 7eeaca88b0e6a8de | (not run)        |
| tsvd/negative                | IDENTICAL x3 | 22e0958cc1ded92d | 22e0958cc1ded92d | 22e0958cc1ded92d | (not run)        |
| tsvd/odd                     | IDENTICAL x3 | 452fd865062565da | 452fd865062565da | 452fd865062565da | (not run)        |
| tsvd/ties                    | IDENTICAL x3 | 86d6e87cfc1f48c0 | 86d6e87cfc1f48c0 | 86d6e87cfc1f48c0 | (not run)        |
| tsvd/wide                    | IDENTICAL x3 | 975f2a167b1ac6d5 | 975f2a167b1ac6d5 | 975f2a167b1ac6d5 | (not run)        |
| umap/base                    | IDENTICAL x3 | ab4c3cd4fd49687a | ab4c3cd4fd49687a | ab4c3cd4fd49687a | (not run)        |
| umap/denormal                | IDENTICAL x3 | cbe8436743821717 | cbe8436743821717 | cbe8436743821717 | (not run)        |
| umap/denormal_ftz            | IDENTICAL x3 | cbe8436743821717 | cbe8436743821717 | cbe8436743821717 | (not run)        |
| umap/dupes                   | IDENTICAL x3 | ab4c3cd4fd49687a | ab4c3cd4fd49687a | ab4c3cd4fd49687a | (not run)        |
| umap/hashed                  | IDENTICAL x3 | 599b7220e7521ae8 | 599b7220e7521ae8 | 599b7220e7521ae8 | (not run)        |
| umap/negative                | IDENTICAL x3 | 21f603efa2721d85 | 21f603efa2721d85 | 21f603efa2721d85 | (not run)        |
| umap/odd                     | IDENTICAL x3 | 957d02d6d6f9dc71 | 957d02d6d6f9dc71 | 957d02d6d6f9dc71 | (not run)        |
| umap/ties                    | IDENTICAL x3 | f8e184c57a909342 | f8e184c57a909342 | f8e184c57a909342 | (not run)        |
| umap/wide                    | IDENTICAL x3 | fc649bf2d55856cd | fc649bf2d55856cd | fc649bf2d55856cd | (not run)        |

summary: IDENTICAL=414

| lane/fixture                 | column | verdict      | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-gfx942       | cpu-apple-m4     |
|------------------------------|--------|--------------|------------------|------------------|------------------|------------------|
| agglomerative/base           | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | (not run)        |
| agglomerative/base           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| agglomerative/denormal       | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | (not run)        |
| agglomerative/denormal       | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| agglomerative/denormal_ftz   | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | (not run)        |
| agglomerative/denormal_ftz   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| agglomerative/dupes          | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | (not run)        |
| agglomerative/dupes          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| agglomerative/hashed         | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | (not run)        |
| agglomerative/hashed         | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| agglomerative/negative       | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | (not run)        |
| agglomerative/negative       | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| agglomerative/odd            | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | (not run)        |
| agglomerative/odd            | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| agglomerative/ties           | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | (not run)        |
| agglomerative/ties           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| agglomerative/wide           | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | (not run)        |
| agglomerative/wide           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| arima/base                   | infer  | N/A          | n/a:forecast     | n/a:forecast     | n/a:forecast     | (not run)        |
| arima/base                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| arima/denormal               | infer  | N/A          | n/a:forecast     | n/a:forecast     | n/a:forecast     | (not run)        |
| arima/denormal               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| arima/denormal_ftz           | infer  | N/A          | n/a:forecast     | n/a:forecast     | n/a:forecast     | (not run)        |
| arima/denormal_ftz           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| arima/dupes                  | infer  | N/A          | n/a:forecast     | n/a:forecast     | n/a:forecast     | (not run)        |
| arima/dupes                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| arima/hashed                 | infer  | N/A          | n/a:forecast     | n/a:forecast     | n/a:forecast     | (not run)        |
| arima/hashed                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| arima/negative               | infer  | N/A          | n/a:forecast     | n/a:forecast     | n/a:forecast     | (not run)        |
| arima/negative               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| arima/odd                    | infer  | N/A          | n/a:forecast     | n/a:forecast     | n/a:forecast     | (not run)        |
| arima/odd                    | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| arima/ties                   | infer  | N/A          | n/a:forecast     | n/a:forecast     | n/a:forecast     | (not run)        |
| arima/ties                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| arima/wide                   | infer  | N/A          | n/a:forecast     | n/a:forecast     | n/a:forecast     | (not run)        |
| arima/wide                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm-host-infer/base      | infer  | IDENTICAL x3 | b67a1f3d482ffaca | b67a1f3d482ffaca | b67a1f3d482ffaca | (not run)        |
| byte-lm-host-infer/base      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm-host-infer/denormal  | infer  | IDENTICAL x3 | fa0cd27e307b2aba | fa0cd27e307b2aba | fa0cd27e307b2aba | (not run)        |
| byte-lm-host-infer/denormal  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm-host-infer/denormal_ftz | infer  | IDENTICAL x3 | e30c916c3d69584a | e30c916c3d69584a | e30c916c3d69584a | (not run)        |
| byte-lm-host-infer/denormal_ftz | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm-host-infer/dupes     | infer  | IDENTICAL x3 | a53e0a81c9acf494 | a53e0a81c9acf494 | a53e0a81c9acf494 | (not run)        |
| byte-lm-host-infer/dupes     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm-host-infer/hashed    | infer  | IDENTICAL x3 | 25857576546d1442 | 25857576546d1442 | 25857576546d1442 | (not run)        |
| byte-lm-host-infer/hashed    | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm-host-infer/negative  | infer  | IDENTICAL x3 | 418815fcec6e602a | 418815fcec6e602a | 418815fcec6e602a | (not run)        |
| byte-lm-host-infer/negative  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm-host-infer/odd       | infer  | IDENTICAL x3 | b67a1f3d482ffaca | b67a1f3d482ffaca | b67a1f3d482ffaca | (not run)        |
| byte-lm-host-infer/odd       | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm-host-infer/ties      | infer  | IDENTICAL x3 | 8ac5fad2d951d6cb | 8ac5fad2d951d6cb | 8ac5fad2d951d6cb | (not run)        |
| byte-lm-host-infer/ties      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm-host-infer/wide      | infer  | IDENTICAL x3 | ec2a92c6e7abd69a | ec2a92c6e7abd69a | ec2a92c6e7abd69a | (not run)        |
| byte-lm-host-infer/wide      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm-host-train/base      | infer  | IDENTICAL x3 | 6a8e53d94e8b1afa | 6a8e53d94e8b1afa | 6a8e53d94e8b1afa | (not run)        |
| byte-lm-host-train/base      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm-host-train/denormal  | infer  | IDENTICAL x3 | d4ae338da5ee9016 | d4ae338da5ee9016 | d4ae338da5ee9016 | (not run)        |
| byte-lm-host-train/denormal  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm-host-train/denormal_ftz | infer  | IDENTICAL x3 | 46d9288ab71bf45c | 46d9288ab71bf45c | 46d9288ab71bf45c | (not run)        |
| byte-lm-host-train/denormal_ftz | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm-host-train/dupes     | infer  | IDENTICAL x3 | 223804b7883310c6 | 223804b7883310c6 | 223804b7883310c6 | (not run)        |
| byte-lm-host-train/dupes     | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm-host-train/hashed    | infer  | IDENTICAL x3 | dd72b3b1eb49793b | dd72b3b1eb49793b | dd72b3b1eb49793b | (not run)        |
| byte-lm-host-train/hashed    | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm-host-train/negative  | infer  | IDENTICAL x3 | 8d8111383b957c25 | 8d8111383b957c25 | 8d8111383b957c25 | (not run)        |
| byte-lm-host-train/negative  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm-host-train/odd       | infer  | IDENTICAL x3 | 6a8e53d94e8b1afa | 6a8e53d94e8b1afa | 6a8e53d94e8b1afa | (not run)        |
| byte-lm-host-train/odd       | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm-host-train/ties      | infer  | IDENTICAL x3 | ddfcbd65895588a5 | ddfcbd65895588a5 | ddfcbd65895588a5 | (not run)        |
| byte-lm-host-train/ties      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm-host-train/wide      | infer  | IDENTICAL x3 | e53e1904ba3c463a | e53e1904ba3c463a | e53e1904ba3c463a | (not run)        |
| byte-lm-host-train/wide      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| byte-lm/base                 | infer  | IDENTICAL x3 | 220885cbd8d2f82f | 220885cbd8d2f82f | 220885cbd8d2f82f | (not run)        |
| byte-lm/base                 | model  | IDENTICAL x3 | b1d65b99997911c5 | b1d65b99997911c5 | b1d65b99997911c5 | (not run)        |
| byte-lm/denormal             | infer  | IDENTICAL x3 | 16c555cc1776f127 | 16c555cc1776f127 | 16c555cc1776f127 | (not run)        |
| byte-lm/denormal             | model  | IDENTICAL x3 | 90d95bea0a099246 | 90d95bea0a099246 | 90d95bea0a099246 | (not run)        |
| byte-lm/denormal_ftz         | infer  | IDENTICAL x3 | 21c7e2e9e4e3c163 | 21c7e2e9e4e3c163 | 21c7e2e9e4e3c163 | (not run)        |
| byte-lm/denormal_ftz         | model  | IDENTICAL x3 | ff9e808d37f12ae2 | ff9e808d37f12ae2 | ff9e808d37f12ae2 | (not run)        |
| byte-lm/dupes                | infer  | IDENTICAL x3 | a76dcc66f0b0b3d6 | a76dcc66f0b0b3d6 | a76dcc66f0b0b3d6 | (not run)        |
| byte-lm/dupes                | model  | IDENTICAL x3 | 78870cb1fb90caf6 | 78870cb1fb90caf6 | 78870cb1fb90caf6 | (not run)        |
| byte-lm/hashed               | infer  | IDENTICAL x3 | d9a8ae1211de63a8 | d9a8ae1211de63a8 | d9a8ae1211de63a8 | (not run)        |
| byte-lm/hashed               | model  | IDENTICAL x3 | 0fa0ffc6bdf7e8da | 0fa0ffc6bdf7e8da | 0fa0ffc6bdf7e8da | (not run)        |
| byte-lm/negative             | infer  | IDENTICAL x3 | feaf17f14d1fa224 | feaf17f14d1fa224 | feaf17f14d1fa224 | (not run)        |
| byte-lm/negative             | model  | IDENTICAL x3 | a6aa56e3723d26e7 | a6aa56e3723d26e7 | a6aa56e3723d26e7 | (not run)        |
| byte-lm/odd                  | infer  | IDENTICAL x3 | 220885cbd8d2f82f | 220885cbd8d2f82f | 220885cbd8d2f82f | (not run)        |
| byte-lm/odd                  | model  | IDENTICAL x3 | b1d65b99997911c5 | b1d65b99997911c5 | b1d65b99997911c5 | (not run)        |
| byte-lm/ties                 | infer  | IDENTICAL x3 | efab6527ef0195aa | efab6527ef0195aa | efab6527ef0195aa | (not run)        |
| byte-lm/ties                 | model  | IDENTICAL x3 | 947981070e61e180 | 947981070e61e180 | 947981070e61e180 | (not run)        |
| byte-lm/wide                 | infer  | IDENTICAL x3 | d9cdc033be91d67a | d9cdc033be91d67a | d9cdc033be91d67a | (not run)        |
| byte-lm/wide                 | model  | IDENTICAL x3 | 24cbda1caad25158 | 24cbda1caad25158 | 24cbda1caad25158 | (not run)        |
| dbscan/base                  | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | (not run)        |
| dbscan/base                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| dbscan/denormal              | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | (not run)        |
| dbscan/denormal              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| dbscan/denormal_ftz          | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | (not run)        |
| dbscan/denormal_ftz          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| dbscan/dupes                 | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | (not run)        |
| dbscan/dupes                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| dbscan/hashed                | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | (not run)        |
| dbscan/hashed                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| dbscan/negative              | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | (not run)        |
| dbscan/negative              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| dbscan/odd                   | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | (not run)        |
| dbscan/odd                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| dbscan/ties                  | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | (not run)        |
| dbscan/ties                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| dbscan/wide                  | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | (not run)        |
| dbscan/wide                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| elasticnet/base              | infer  | IDENTICAL x3 | 483bce4b8cc1a137 | 483bce4b8cc1a137 | 483bce4b8cc1a137 | (not run)        |
| elasticnet/base              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| elasticnet/denormal          | infer  | IDENTICAL x3 | 0047832ca8c561a3 | 0047832ca8c561a3 | 0047832ca8c561a3 | (not run)        |
| elasticnet/denormal          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| elasticnet/denormal_ftz      | infer  | IDENTICAL x3 | 0047832ca8c561a3 | 0047832ca8c561a3 | 0047832ca8c561a3 | (not run)        |
| elasticnet/denormal_ftz      | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| elasticnet/dupes             | infer  | IDENTICAL x3 | fc18f039274052f1 | fc18f039274052f1 | fc18f039274052f1 | (not run)        |
| elasticnet/dupes             | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| elasticnet/hashed            | infer  | IDENTICAL x3 | db0926772dbaaff4 | db0926772dbaaff4 | db0926772dbaaff4 | (not run)        |
| elasticnet/hashed            | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| elasticnet/negative          | infer  | IDENTICAL x3 | a21e833e3e925b89 | a21e833e3e925b89 | a21e833e3e925b89 | (not run)        |
| elasticnet/negative          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| elasticnet/odd               | infer  | IDENTICAL x3 | 75a88217f1114867 | 75a88217f1114867 | 75a88217f1114867 | (not run)        |
| elasticnet/odd               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| elasticnet/ties              | infer  | IDENTICAL x3 | a767a79709358382 | a767a79709358382 | a767a79709358382 | (not run)        |
| elasticnet/ties              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| elasticnet/wide              | infer  | IDENTICAL x3 | e37614bc5b2ef0af | e37614bc5b2ef0af | e37614bc5b2ef0af | (not run)        |
| elasticnet/wide              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | (not run)        |
| et-clf/base                  | infer  | IDENTICAL x4 | b728e73e5f84514c | b728e73e5f84514c | b728e73e5f84514c | b728e73e5f84514c |
| et-clf/base                  | model  | IDENTICAL x4 | 58a53490a62fba59 | 58a53490a62fba59 | 58a53490a62fba59 | 58a53490a62fba59 |
| et-clf/denormal              | infer  | IDENTICAL x4 | df1046f889386ad8 | df1046f889386ad8 | df1046f889386ad8 | df1046f889386ad8 |
| et-clf/denormal              | model  | IDENTICAL x4 | 5d348c7133844b3e | 5d348c7133844b3e | 5d348c7133844b3e | 5d348c7133844b3e |
| et-clf/denormal_ftz          | infer  | IDENTICAL x4 | df1046f889386ad8 | df1046f889386ad8 | df1046f889386ad8 | df1046f889386ad8 |
| et-clf/denormal_ftz          | model  | IDENTICAL x4 | 5d348c7133844b3e | 5d348c7133844b3e | 5d348c7133844b3e | 5d348c7133844b3e |
| et-clf/dupes                 | infer  | IDENTICAL x4 | 55bed611333bec41 | 55bed611333bec41 | 55bed611333bec41 | 55bed611333bec41 |
| et-clf/dupes                 | model  | IDENTICAL x4 | ff82d3ce7bd5651f | ff82d3ce7bd5651f | ff82d3ce7bd5651f | ff82d3ce7bd5651f |
| et-clf/hashed                | infer  | IDENTICAL x4 | 122107c8d8ef1916 | 122107c8d8ef1916 | 122107c8d8ef1916 | 122107c8d8ef1916 |
| et-clf/hashed                | model  | IDENTICAL x4 | 94580dd625aaa11a | 94580dd625aaa11a | 94580dd625aaa11a | 94580dd625aaa11a |
| et-clf/negative              | infer  | IDENTICAL x4 | 2b7903f4728bb9c0 | 2b7903f4728bb9c0 | 2b7903f4728bb9c0 | 2b7903f4728bb9c0 |
| et-clf/negative              | model  | IDENTICAL x4 | 974e58a34d03e07b | 974e58a34d03e07b | 974e58a34d03e07b | 974e58a34d03e07b |
| et-clf/odd                   | infer  | IDENTICAL x4 | 518eb1a0b0211a91 | 518eb1a0b0211a91 | 518eb1a0b0211a91 | 518eb1a0b0211a91 |
| et-clf/odd                   | model  | IDENTICAL x4 | ed0c7e9a34735dbd | ed0c7e9a34735dbd | ed0c7e9a34735dbd | ed0c7e9a34735dbd |
| et-clf/ties                  | infer  | IDENTICAL x4 | 7aa541bcca22b6fd | 7aa541bcca22b6fd | 7aa541bcca22b6fd | 7aa541bcca22b6fd |
| et-clf/ties                  | model  | IDENTICAL x4 | e63de8292d8384e4 | e63de8292d8384e4 | e63de8292d8384e4 | e63de8292d8384e4 |
| et-clf/wide                  | infer  | IDENTICAL x4 | a5387ead8aca6bb0 | a5387ead8aca6bb0 | a5387ead8aca6bb0 | a5387ead8aca6bb0 |
| et-clf/wide                  | model  | IDENTICAL x4 | f792edfcd53b6aff | f792edfcd53b6aff | f792edfcd53b6aff | f792edfcd53b6aff |
| et-reg/base                  | infer  | IDENTICAL x4 | f67822ca39ef408b | f67822ca39ef408b | f67822ca39ef408b | f67822ca39ef408b |
| et-reg/base                  | model  | IDENTICAL x4 | 1c0c6b20cc9be5bd | 1c0c6b20cc9be5bd | 1c0c6b20cc9be5bd | 1c0c6b20cc9be5bd |
| et-reg/denormal              | infer  | IDENTICAL x4 | 406ff2c63a669110 | 406ff2c63a669110 | 406ff2c63a669110 | 406ff2c63a669110 |
| et-reg/denormal              | model  | IDENTICAL x4 | 8704471f45cc32d6 | 8704471f45cc32d6 | 8704471f45cc32d6 | 8704471f45cc32d6 |
| et-reg/denormal_ftz          | infer  | IDENTICAL x4 | 406ff2c63a669110 | 406ff2c63a669110 | 406ff2c63a669110 | 406ff2c63a669110 |
| et-reg/denormal_ftz          | model  | IDENTICAL x4 | 8704471f45cc32d6 | 8704471f45cc32d6 | 8704471f45cc32d6 | 8704471f45cc32d6 |
| et-reg/dupes                 | infer  | IDENTICAL x4 | a531191ff80bfa39 | a531191ff80bfa39 | a531191ff80bfa39 | a531191ff80bfa39 |
| et-reg/dupes                 | model  | IDENTICAL x4 | d99a54bf0717266d | d99a54bf0717266d | d99a54bf0717266d | d99a54bf0717266d |
| et-reg/hashed                | infer  | IDENTICAL x4 | 1ddc98bb1d441cac | 1ddc98bb1d441cac | 1ddc98bb1d441cac | 1ddc98bb1d441cac |
| et-reg/hashed                | model  | IDENTICAL x4 | 029c99465d40dd66 | 029c99465d40dd66 | 029c99465d40dd66 | 029c99465d40dd66 |
| et-reg/negative              | infer  | IDENTICAL x4 | 9579a3dac3b9af8b | 9579a3dac3b9af8b | 9579a3dac3b9af8b | 9579a3dac3b9af8b |
| et-reg/negative              | model  | IDENTICAL x4 | 34d9143f7fc1fec7 | 34d9143f7fc1fec7 | 34d9143f7fc1fec7 | 34d9143f7fc1fec7 |
| et-reg/odd                   | infer  | IDENTICAL x4 | 27c45b87272bc27f | 27c45b87272bc27f | 27c45b87272bc27f | 27c45b87272bc27f |
| et-reg/odd                   | model  | IDENTICAL x4 | d631aaa061d3f2e4 | d631aaa061d3f2e4 | d631aaa061d3f2e4 | d631aaa061d3f2e4 |
| et-reg/ties                  | infer  | IDENTICAL x4 | 25c3d08ea7aaac22 | 25c3d08ea7aaac22 | 25c3d08ea7aaac22 | 25c3d08ea7aaac22 |
| et-reg/ties                  | model  | IDENTICAL x4 | 0ae34e3bcc2b7391 | 0ae34e3bcc2b7391 | 0ae34e3bcc2b7391 | 0ae34e3bcc2b7391 |
| et-reg/wide                  | infer  | IDENTICAL x4 | 62bb5a2df07afdb7 | 62bb5a2df07afdb7 | 62bb5a2df07afdb7 | 62bb5a2df07afdb7 |
| et-reg/wide                  | model  | IDENTICAL x4 | 6da81ae280958f67 | 6da81ae280958f67 | 6da81ae280958f67 | 6da81ae280958f67 |
| gbdt-depthwise/base          | infer  | IDENTICAL x3 | 688bf9a8e927232e | 688bf9a8e927232e | 688bf9a8e927232e | (not run)        |
| gbdt-depthwise/base          | model  | IDENTICAL x3 | 448c1bcf37ffdc97 | 448c1bcf37ffdc97 | 448c1bcf37ffdc97 | (not run)        |
| gbdt-depthwise/denormal      | infer  | IDENTICAL x3 | 7b73dadeb43db4cf | 7b73dadeb43db4cf | 7b73dadeb43db4cf | (not run)        |
| gbdt-depthwise/denormal      | model  | IDENTICAL x3 | a5f5c6eac0c3732c | a5f5c6eac0c3732c | a5f5c6eac0c3732c | (not run)        |
| gbdt-depthwise/denormal_ftz  | infer  | IDENTICAL x3 | 7b73dadeb43db4cf | 7b73dadeb43db4cf | 7b73dadeb43db4cf | (not run)        |
| gbdt-depthwise/denormal_ftz  | model  | IDENTICAL x3 | a5f5c6eac0c3732c | a5f5c6eac0c3732c | a5f5c6eac0c3732c | (not run)        |
| gbdt-depthwise/dupes         | infer  | IDENTICAL x3 | fc255cbff38ea320 | fc255cbff38ea320 | fc255cbff38ea320 | (not run)        |
| gbdt-depthwise/dupes         | model  | IDENTICAL x3 | ca399349c402761a | ca399349c402761a | ca399349c402761a | (not run)        |
| gbdt-depthwise/hashed        | infer  | IDENTICAL x3 | d11cf64a629bd4fb | d11cf64a629bd4fb | d11cf64a629bd4fb | (not run)        |
| gbdt-depthwise/hashed        | model  | IDENTICAL x3 | 80b172e1332f9dd9 | 80b172e1332f9dd9 | 80b172e1332f9dd9 | (not run)        |
| gbdt-depthwise/negative      | infer  | IDENTICAL x3 | ddaa5cebdc9c1484 | ddaa5cebdc9c1484 | ddaa5cebdc9c1484 | (not run)        |
| gbdt-depthwise/negative      | model  | IDENTICAL x3 | 9c2f348d3bf8e73c | 9c2f348d3bf8e73c | 9c2f348d3bf8e73c | (not run)        |
| gbdt-depthwise/odd           | infer  | IDENTICAL x3 | 4ee637393df9aff7 | 4ee637393df9aff7 | 4ee637393df9aff7 | (not run)        |
| gbdt-depthwise/odd           | model  | IDENTICAL x3 | e4f63fb009a0a7b5 | e4f63fb009a0a7b5 | e4f63fb009a0a7b5 | (not run)        |
| gbdt-depthwise/ties          | infer  | IDENTICAL x3 | e299a1457dfaedc7 | e299a1457dfaedc7 | e299a1457dfaedc7 | (not run)        |
| gbdt-depthwise/ties          | model  | IDENTICAL x3 | ef4323cc40bbfd0a | ef4323cc40bbfd0a | ef4323cc40bbfd0a | (not run)        |
