| lane/fixture                 | verdict    | apple-m4         | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-gfx942       |
| tsvd/denormal                | IDENTICAL x3 | (not run)        | 36d9e3d5aaadcd92 | 36d9e3d5aaadcd92 | 36d9e3d5aaadcd92 |
| tsvd/denormal_ftz            | IDENTICAL x3 | (not run)        | 36d9e3d5aaadcd92 | 36d9e3d5aaadcd92 | 36d9e3d5aaadcd92 |
| tsvd/dupes                   | IDENTICAL x3 | (not run)        | 9a24cf55eff6013c | 9a24cf55eff6013c | 9a24cf55eff6013c |
| tsvd/hashed                  | IDENTICAL x3 | (not run)        | 7eeaca88b0e6a8de | 7eeaca88b0e6a8de | 7eeaca88b0e6a8de |
| tsvd/negative                | IDENTICAL x3 | (not run)        | 22e0958cc1ded92d | 22e0958cc1ded92d | 22e0958cc1ded92d |
| tsvd/odd                     | IDENTICAL x3 | (not run)        | 452fd865062565da | 452fd865062565da | 452fd865062565da |
| tsvd/ties                    | IDENTICAL x3 | (not run)        | 86d6e87cfc1f48c0 | 86d6e87cfc1f48c0 | 86d6e87cfc1f48c0 |
| tsvd/wide                    | IDENTICAL x3 | (not run)        | 975f2a167b1ac6d5 | 975f2a167b1ac6d5 | 975f2a167b1ac6d5 |
| umap/base                    | IDENTICAL x3 | (not run)        | ab4c3cd4fd49687a | ab4c3cd4fd49687a | ab4c3cd4fd49687a |
| umap/denormal                | IDENTICAL x3 | (not run)        | cbe8436743821717 | cbe8436743821717 | cbe8436743821717 |
| umap/denormal_ftz            | IDENTICAL x3 | (not run)        | cbe8436743821717 | cbe8436743821717 | cbe8436743821717 |
| umap/dupes                   | IDENTICAL x3 | (not run)        | ab4c3cd4fd49687a | ab4c3cd4fd49687a | ab4c3cd4fd49687a |
| umap/hashed                  | IDENTICAL x3 | (not run)        | 599b7220e7521ae8 | 599b7220e7521ae8 | 599b7220e7521ae8 |
| umap/negative                | IDENTICAL x3 | (not run)        | 21f603efa2721d85 | 21f603efa2721d85 | 21f603efa2721d85 |
| umap/odd                     | IDENTICAL x3 | (not run)        | 957d02d6d6f9dc71 | 957d02d6d6f9dc71 | 957d02d6d6f9dc71 |
| umap/ties                    | IDENTICAL x3 | (not run)        | f8e184c57a909342 | f8e184c57a909342 | f8e184c57a909342 |
| umap/wide                    | IDENTICAL x3 | (not run)        | fc649bf2d55856cd | fc649bf2d55856cd | fc649bf2d55856cd |

summary: IDENTICAL=414

| lane/fixture                 | column | verdict      | apple-m4         | apple-m4         | nvidia-nvidia-h100-80gb-hbm3-sm_90a | amd-gfx942       |
|------------------------------|--------|--------------|------------------|------------------|------------------|------------------|
| agglomerative/base           | infer  | N/A          | (not run)        | n/a:transductive | n/a:transductive | n/a:transductive |
| agglomerative/base           | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| agglomerative/denormal       | infer  | N/A          | (not run)        | n/a:transductive | n/a:transductive | n/a:transductive |
| agglomerative/denormal       | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| agglomerative/denormal_ftz   | infer  | N/A          | (not run)        | n/a:transductive | n/a:transductive | n/a:transductive |
| agglomerative/denormal_ftz   | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| agglomerative/dupes          | infer  | N/A          | (not run)        | n/a:transductive | n/a:transductive | n/a:transductive |
| agglomerative/dupes          | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| agglomerative/hashed         | infer  | N/A          | (not run)        | n/a:transductive | n/a:transductive | n/a:transductive |
| agglomerative/hashed         | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| agglomerative/negative       | infer  | N/A          | (not run)        | n/a:transductive | n/a:transductive | n/a:transductive |
| agglomerative/negative       | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| agglomerative/odd            | infer  | N/A          | (not run)        | n/a:transductive | n/a:transductive | n/a:transductive |
| agglomerative/odd            | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| agglomerative/ties           | infer  | N/A          | (not run)        | n/a:transductive | n/a:transductive | n/a:transductive |
| agglomerative/ties           | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| agglomerative/wide           | infer  | N/A          | (not run)        | n/a:transductive | n/a:transductive | n/a:transductive |
| agglomerative/wide           | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| arima/base                   | infer  | ONE-COLUMN   | 9f76be0396a666ca | n/a:forecast     | n/a:forecast     | n/a:forecast     |
| arima/base                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| arima/denormal               | infer  | ONE-COLUMN   | aab930a9e876ec1e | n/a:forecast     | n/a:forecast     | n/a:forecast     |
| arima/denormal               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| arima/denormal_ftz           | infer  | ONE-COLUMN   | aab930a9e876ec1e | n/a:forecast     | n/a:forecast     | n/a:forecast     |
| arima/denormal_ftz           | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| arima/dupes                  | infer  | ONE-COLUMN   | 9f76be0396a666ca | n/a:forecast     | n/a:forecast     | n/a:forecast     |
| arima/dupes                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| arima/hashed                 | infer  | ONE-COLUMN   | 06461dad67cfb784 | n/a:forecast     | n/a:forecast     | n/a:forecast     |
| arima/hashed                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| arima/negative               | infer  | ONE-COLUMN   | 4e0defb4e0feb99f | n/a:forecast     | n/a:forecast     | n/a:forecast     |
| arima/negative               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| arima/odd                    | infer  | ONE-COLUMN   | 4aa662dbcc728e65 | n/a:forecast     | n/a:forecast     | n/a:forecast     |
| arima/odd                    | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| arima/ties                   | infer  | ONE-COLUMN   | e699bca0934688f0 | n/a:forecast     | n/a:forecast     | n/a:forecast     |
| arima/ties                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| arima/wide                   | infer  | ONE-COLUMN   | 956bebc3f45a1c69 | n/a:forecast     | n/a:forecast     | n/a:forecast     |
| arima/wide                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer/base      | infer  | IDENTICAL x3 | (not run)        | b67a1f3d482ffaca | b67a1f3d482ffaca | b67a1f3d482ffaca |
| byte-lm-host-infer/base      | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer/denormal  | infer  | IDENTICAL x3 | (not run)        | fa0cd27e307b2aba | fa0cd27e307b2aba | fa0cd27e307b2aba |
| byte-lm-host-infer/denormal  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer/denormal_ftz | infer  | IDENTICAL x3 | (not run)        | e30c916c3d69584a | e30c916c3d69584a | e30c916c3d69584a |
| byte-lm-host-infer/denormal_ftz | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer/dupes     | infer  | IDENTICAL x3 | (not run)        | a53e0a81c9acf494 | a53e0a81c9acf494 | a53e0a81c9acf494 |
| byte-lm-host-infer/dupes     | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer/hashed    | infer  | IDENTICAL x3 | (not run)        | 25857576546d1442 | 25857576546d1442 | 25857576546d1442 |
| byte-lm-host-infer/hashed    | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer/negative  | infer  | IDENTICAL x3 | (not run)        | 418815fcec6e602a | 418815fcec6e602a | 418815fcec6e602a |
| byte-lm-host-infer/negative  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer/odd       | infer  | IDENTICAL x3 | (not run)        | b67a1f3d482ffaca | b67a1f3d482ffaca | b67a1f3d482ffaca |
| byte-lm-host-infer/odd       | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer/ties      | infer  | IDENTICAL x3 | (not run)        | 8ac5fad2d951d6cb | 8ac5fad2d951d6cb | 8ac5fad2d951d6cb |
| byte-lm-host-infer/ties      | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-infer/wide      | infer  | IDENTICAL x3 | (not run)        | ec2a92c6e7abd69a | ec2a92c6e7abd69a | ec2a92c6e7abd69a |
| byte-lm-host-infer/wide      | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-train/base      | infer  | IDENTICAL x3 | (not run)        | 6a8e53d94e8b1afa | 6a8e53d94e8b1afa | 6a8e53d94e8b1afa |
| byte-lm-host-train/base      | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-train/denormal  | infer  | IDENTICAL x3 | (not run)        | d4ae338da5ee9016 | d4ae338da5ee9016 | d4ae338da5ee9016 |
| byte-lm-host-train/denormal  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-train/denormal_ftz | infer  | IDENTICAL x3 | (not run)        | 46d9288ab71bf45c | 46d9288ab71bf45c | 46d9288ab71bf45c |
| byte-lm-host-train/denormal_ftz | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-train/dupes     | infer  | IDENTICAL x3 | (not run)        | 223804b7883310c6 | 223804b7883310c6 | 223804b7883310c6 |
| byte-lm-host-train/dupes     | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-train/hashed    | infer  | IDENTICAL x3 | (not run)        | dd72b3b1eb49793b | dd72b3b1eb49793b | dd72b3b1eb49793b |
| byte-lm-host-train/hashed    | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-train/negative  | infer  | IDENTICAL x3 | (not run)        | 8d8111383b957c25 | 8d8111383b957c25 | 8d8111383b957c25 |
| byte-lm-host-train/negative  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-train/odd       | infer  | IDENTICAL x3 | (not run)        | 6a8e53d94e8b1afa | 6a8e53d94e8b1afa | 6a8e53d94e8b1afa |
| byte-lm-host-train/odd       | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-train/ties      | infer  | IDENTICAL x3 | (not run)        | ddfcbd65895588a5 | ddfcbd65895588a5 | ddfcbd65895588a5 |
| byte-lm-host-train/ties      | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm-host-train/wide      | infer  | IDENTICAL x3 | (not run)        | e53e1904ba3c463a | e53e1904ba3c463a | e53e1904ba3c463a |
| byte-lm-host-train/wide      | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| byte-lm/base                 | infer  | IDENTICAL x3 | (not run)        | 220885cbd8d2f82f | 220885cbd8d2f82f | 220885cbd8d2f82f |
| byte-lm/base                 | model  | IDENTICAL x3 | (not run)        | b1d65b99997911c5 | b1d65b99997911c5 | b1d65b99997911c5 |
| byte-lm/denormal             | infer  | IDENTICAL x3 | (not run)        | 16c555cc1776f127 | 16c555cc1776f127 | 16c555cc1776f127 |
| byte-lm/denormal             | model  | IDENTICAL x3 | (not run)        | 90d95bea0a099246 | 90d95bea0a099246 | 90d95bea0a099246 |
| byte-lm/denormal_ftz         | infer  | IDENTICAL x3 | (not run)        | 21c7e2e9e4e3c163 | 21c7e2e9e4e3c163 | 21c7e2e9e4e3c163 |
| byte-lm/denormal_ftz         | model  | IDENTICAL x3 | (not run)        | ff9e808d37f12ae2 | ff9e808d37f12ae2 | ff9e808d37f12ae2 |
| byte-lm/dupes                | infer  | IDENTICAL x3 | (not run)        | a76dcc66f0b0b3d6 | a76dcc66f0b0b3d6 | a76dcc66f0b0b3d6 |
| byte-lm/dupes                | model  | IDENTICAL x3 | (not run)        | 78870cb1fb90caf6 | 78870cb1fb90caf6 | 78870cb1fb90caf6 |
| byte-lm/hashed               | infer  | IDENTICAL x3 | (not run)        | d9a8ae1211de63a8 | d9a8ae1211de63a8 | d9a8ae1211de63a8 |
| byte-lm/hashed               | model  | IDENTICAL x3 | (not run)        | 0fa0ffc6bdf7e8da | 0fa0ffc6bdf7e8da | 0fa0ffc6bdf7e8da |
| byte-lm/negative             | infer  | IDENTICAL x3 | (not run)        | feaf17f14d1fa224 | feaf17f14d1fa224 | feaf17f14d1fa224 |
| byte-lm/negative             | model  | IDENTICAL x3 | (not run)        | a6aa56e3723d26e7 | a6aa56e3723d26e7 | a6aa56e3723d26e7 |
| byte-lm/odd                  | infer  | IDENTICAL x3 | (not run)        | 220885cbd8d2f82f | 220885cbd8d2f82f | 220885cbd8d2f82f |
| byte-lm/odd                  | model  | IDENTICAL x3 | (not run)        | b1d65b99997911c5 | b1d65b99997911c5 | b1d65b99997911c5 |
| byte-lm/ties                 | infer  | IDENTICAL x3 | (not run)        | efab6527ef0195aa | efab6527ef0195aa | efab6527ef0195aa |
| byte-lm/ties                 | model  | IDENTICAL x3 | (not run)        | 947981070e61e180 | 947981070e61e180 | 947981070e61e180 |
| byte-lm/wide                 | infer  | IDENTICAL x3 | (not run)        | d9cdc033be91d67a | d9cdc033be91d67a | d9cdc033be91d67a |
| byte-lm/wide                 | model  | IDENTICAL x3 | (not run)        | 24cbda1caad25158 | 24cbda1caad25158 | 24cbda1caad25158 |
| dbscan/base                  | infer  | N/A          | (not run)        | n/a:transductive | n/a:transductive | n/a:transductive |
| dbscan/base                  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| dbscan/denormal              | infer  | N/A          | (not run)        | n/a:transductive | n/a:transductive | n/a:transductive |
| dbscan/denormal              | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| dbscan/denormal_ftz          | infer  | N/A          | (not run)        | n/a:transductive | n/a:transductive | n/a:transductive |
| dbscan/denormal_ftz          | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| dbscan/dupes                 | infer  | N/A          | (not run)        | n/a:transductive | n/a:transductive | n/a:transductive |
| dbscan/dupes                 | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| dbscan/hashed                | infer  | N/A          | (not run)        | n/a:transductive | n/a:transductive | n/a:transductive |
| dbscan/hashed                | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| dbscan/negative              | infer  | N/A          | (not run)        | n/a:transductive | n/a:transductive | n/a:transductive |
| dbscan/negative              | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| dbscan/odd                   | infer  | N/A          | (not run)        | n/a:transductive | n/a:transductive | n/a:transductive |
| dbscan/odd                   | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| dbscan/ties                  | infer  | N/A          | (not run)        | n/a:transductive | n/a:transductive | n/a:transductive |
| dbscan/ties                  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| dbscan/wide                  | infer  | N/A          | (not run)        | n/a:transductive | n/a:transductive | n/a:transductive |
| dbscan/wide                  | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| elasticnet/base              | infer  | IDENTICAL x3 | (not run)        | 483bce4b8cc1a137 | 483bce4b8cc1a137 | 483bce4b8cc1a137 |
| elasticnet/base              | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| elasticnet/denormal          | infer  | IDENTICAL x3 | (not run)        | 0047832ca8c561a3 | 0047832ca8c561a3 | 0047832ca8c561a3 |
| elasticnet/denormal          | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| elasticnet/denormal_ftz      | infer  | IDENTICAL x3 | (not run)        | 0047832ca8c561a3 | 0047832ca8c561a3 | 0047832ca8c561a3 |
| elasticnet/denormal_ftz      | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| elasticnet/dupes             | infer  | IDENTICAL x3 | (not run)        | fc18f039274052f1 | fc18f039274052f1 | fc18f039274052f1 |
| elasticnet/dupes             | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| elasticnet/hashed            | infer  | IDENTICAL x3 | (not run)        | db0926772dbaaff4 | db0926772dbaaff4 | db0926772dbaaff4 |
| elasticnet/hashed            | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| elasticnet/negative          | infer  | IDENTICAL x3 | (not run)        | a21e833e3e925b89 | a21e833e3e925b89 | a21e833e3e925b89 |
| elasticnet/negative          | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| elasticnet/odd               | infer  | IDENTICAL x3 | (not run)        | 75a88217f1114867 | 75a88217f1114867 | 75a88217f1114867 |
| elasticnet/odd               | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| elasticnet/ties              | infer  | IDENTICAL x3 | (not run)        | a767a79709358382 | a767a79709358382 | a767a79709358382 |
| elasticnet/ties              | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| elasticnet/wide              | infer  | IDENTICAL x3 | (not run)        | e37614bc5b2ef0af | e37614bc5b2ef0af | e37614bc5b2ef0af |
| elasticnet/wide              | model  | N/A          | (not run)        | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| et-clf/base                  | infer  | IDENTICAL x3 | (not run)        | b728e73e5f84514c | b728e73e5f84514c | b728e73e5f84514c |
| et-clf/base                  | model  | IDENTICAL x3 | (not run)        | 58a53490a62fba59 | 58a53490a62fba59 | 58a53490a62fba59 |
| et-clf/denormal              | infer  | IDENTICAL x3 | (not run)        | df1046f889386ad8 | df1046f889386ad8 | df1046f889386ad8 |
| et-clf/denormal              | model  | IDENTICAL x3 | (not run)        | 5d348c7133844b3e | 5d348c7133844b3e | 5d348c7133844b3e |
| et-clf/denormal_ftz          | infer  | IDENTICAL x3 | (not run)        | df1046f889386ad8 | df1046f889386ad8 | df1046f889386ad8 |
| et-clf/denormal_ftz          | model  | IDENTICAL x3 | (not run)        | 5d348c7133844b3e | 5d348c7133844b3e | 5d348c7133844b3e |
| et-clf/dupes                 | infer  | IDENTICAL x3 | (not run)        | 55bed611333bec41 | 55bed611333bec41 | 55bed611333bec41 |
| et-clf/dupes                 | model  | IDENTICAL x3 | (not run)        | ff82d3ce7bd5651f | ff82d3ce7bd5651f | ff82d3ce7bd5651f |
| et-clf/hashed                | infer  | IDENTICAL x3 | (not run)        | 122107c8d8ef1916 | 122107c8d8ef1916 | 122107c8d8ef1916 |
| et-clf/hashed                | model  | IDENTICAL x3 | (not run)        | 94580dd625aaa11a | 94580dd625aaa11a | 94580dd625aaa11a |
| et-clf/negative              | infer  | IDENTICAL x3 | (not run)        | 2b7903f4728bb9c0 | 2b7903f4728bb9c0 | 2b7903f4728bb9c0 |
| et-clf/negative              | model  | IDENTICAL x3 | (not run)        | 974e58a34d03e07b | 974e58a34d03e07b | 974e58a34d03e07b |
| et-clf/odd                   | infer  | IDENTICAL x3 | (not run)        | 518eb1a0b0211a91 | 518eb1a0b0211a91 | 518eb1a0b0211a91 |
| et-clf/odd                   | model  | IDENTICAL x3 | (not run)        | ed0c7e9a34735dbd | ed0c7e9a34735dbd | ed0c7e9a34735dbd |
| et-clf/ties                  | infer  | IDENTICAL x3 | (not run)        | 7aa541bcca22b6fd | 7aa541bcca22b6fd | 7aa541bcca22b6fd |
| et-clf/ties                  | model  | IDENTICAL x3 | (not run)        | e63de8292d8384e4 | e63de8292d8384e4 | e63de8292d8384e4 |
| et-clf/wide                  | infer  | IDENTICAL x3 | (not run)        | a5387ead8aca6bb0 | a5387ead8aca6bb0 | a5387ead8aca6bb0 |
| et-clf/wide                  | model  | IDENTICAL x3 | (not run)        | f792edfcd53b6aff | f792edfcd53b6aff | f792edfcd53b6aff |
| et-reg/base                  | infer  | IDENTICAL x3 | (not run)        | f67822ca39ef408b | f67822ca39ef408b | f67822ca39ef408b |
| et-reg/base                  | model  | IDENTICAL x3 | (not run)        | 1c0c6b20cc9be5bd | 1c0c6b20cc9be5bd | 1c0c6b20cc9be5bd |
| et-reg/denormal              | infer  | IDENTICAL x3 | (not run)        | 406ff2c63a669110 | 406ff2c63a669110 | 406ff2c63a669110 |
| et-reg/denormal              | model  | IDENTICAL x3 | (not run)        | 8704471f45cc32d6 | 8704471f45cc32d6 | 8704471f45cc32d6 |
| et-reg/denormal_ftz          | infer  | IDENTICAL x3 | (not run)        | 406ff2c63a669110 | 406ff2c63a669110 | 406ff2c63a669110 |
| et-reg/denormal_ftz          | model  | IDENTICAL x3 | (not run)        | 8704471f45cc32d6 | 8704471f45cc32d6 | 8704471f45cc32d6 |
| et-reg/dupes                 | infer  | IDENTICAL x3 | (not run)        | a531191ff80bfa39 | a531191ff80bfa39 | a531191ff80bfa39 |
| et-reg/dupes                 | model  | IDENTICAL x3 | (not run)        | d99a54bf0717266d | d99a54bf0717266d | d99a54bf0717266d |
| et-reg/hashed                | infer  | IDENTICAL x3 | (not run)        | 1ddc98bb1d441cac | 1ddc98bb1d441cac | 1ddc98bb1d441cac |
| et-reg/hashed                | model  | IDENTICAL x3 | (not run)        | 029c99465d40dd66 | 029c99465d40dd66 | 029c99465d40dd66 |
| et-reg/negative              | infer  | IDENTICAL x3 | (not run)        | 9579a3dac3b9af8b | 9579a3dac3b9af8b | 9579a3dac3b9af8b |
| et-reg/negative              | model  | IDENTICAL x3 | (not run)        | 34d9143f7fc1fec7 | 34d9143f7fc1fec7 | 34d9143f7fc1fec7 |
| et-reg/odd                   | infer  | IDENTICAL x3 | (not run)        | 27c45b87272bc27f | 27c45b87272bc27f | 27c45b87272bc27f |
| et-reg/odd                   | model  | IDENTICAL x3 | (not run)        | d631aaa061d3f2e4 | d631aaa061d3f2e4 | d631aaa061d3f2e4 |
| et-reg/ties                  | infer  | IDENTICAL x3 | (not run)        | 25c3d08ea7aaac22 | 25c3d08ea7aaac22 | 25c3d08ea7aaac22 |
| et-reg/ties                  | model  | IDENTICAL x3 | (not run)        | 0ae34e3bcc2b7391 | 0ae34e3bcc2b7391 | 0ae34e3bcc2b7391 |
| et-reg/wide                  | infer  | IDENTICAL x3 | (not run)        | 62bb5a2df07afdb7 | 62bb5a2df07afdb7 | 62bb5a2df07afdb7 |
| et-reg/wide                  | model  | IDENTICAL x3 | (not run)        | 6da81ae280958f67 | 6da81ae280958f67 | 6da81ae280958f67 |
| gbdt-depthwise/base          | infer  | IDENTICAL x3 | (not run)        | 688bf9a8e927232e | 688bf9a8e927232e | 688bf9a8e927232e |
| gbdt-depthwise/base          | model  | IDENTICAL x3 | (not run)        | 448c1bcf37ffdc97 | 448c1bcf37ffdc97 | 448c1bcf37ffdc97 |
| gbdt-depthwise/denormal      | infer  | IDENTICAL x3 | (not run)        | 7b73dadeb43db4cf | 7b73dadeb43db4cf | 7b73dadeb43db4cf |
| gbdt-depthwise/denormal      | model  | IDENTICAL x3 | (not run)        | a5f5c6eac0c3732c | a5f5c6eac0c3732c | a5f5c6eac0c3732c |
| gbdt-depthwise/denormal_ftz  | infer  | IDENTICAL x3 | (not run)        | 7b73dadeb43db4cf | 7b73dadeb43db4cf | 7b73dadeb43db4cf |
| gbdt-depthwise/denormal_ftz  | model  | IDENTICAL x3 | (not run)        | a5f5c6eac0c3732c | a5f5c6eac0c3732c | a5f5c6eac0c3732c |
| gbdt-depthwise/dupes         | infer  | IDENTICAL x3 | (not run)        | fc255cbff38ea320 | fc255cbff38ea320 | fc255cbff38ea320 |
| gbdt-depthwise/dupes         | model  | IDENTICAL x3 | (not run)        | ca399349c402761a | ca399349c402761a | ca399349c402761a |
| gbdt-depthwise/hashed        | infer  | IDENTICAL x3 | (not run)        | d11cf64a629bd4fb | d11cf64a629bd4fb | d11cf64a629bd4fb |
| gbdt-depthwise/hashed        | model  | IDENTICAL x3 | (not run)        | 80b172e1332f9dd9 | 80b172e1332f9dd9 | 80b172e1332f9dd9 |
| gbdt-depthwise/negative      | infer  | IDENTICAL x3 | (not run)        | ddaa5cebdc9c1484 | ddaa5cebdc9c1484 | ddaa5cebdc9c1484 |
| gbdt-depthwise/negative      | model  | IDENTICAL x3 | (not run)        | 9c2f348d3bf8e73c | 9c2f348d3bf8e73c | 9c2f348d3bf8e73c |
| gbdt-depthwise/odd           | infer  | IDENTICAL x3 | (not run)        | 4ee637393df9aff7 | 4ee637393df9aff7 | 4ee637393df9aff7 |
| gbdt-depthwise/odd           | model  | IDENTICAL x3 | (not run)        | e4f63fb009a0a7b5 | e4f63fb009a0a7b5 | e4f63fb009a0a7b5 |
| gbdt-depthwise/ties          | infer  | IDENTICAL x3 | (not run)        | e299a1457dfaedc7 | e299a1457dfaedc7 | e299a1457dfaedc7 |
| gbdt-depthwise/ties          | model  | IDENTICAL x3 | (not run)        | ef4323cc40bbfd0a | ef4323cc40bbfd0a | ef4323cc40bbfd0a |
| gbdt-depthwise/wide          | infer  | IDENTICAL x3 | (not run)        | 65e906e50a54735e | 65e906e50a54735e | 65e906e50a54735e |
| gbdt-depthwise/wide          | model  | IDENTICAL x3 | (not run)        | 38d9c484d12b1f01 | 38d9c484d12b1f01 | 38d9c484d12b1f01 |
| gbdt-feature-freq/base       | infer  | IDENTICAL x3 | (not run)        | 95b976d85efc7f2d | 95b976d85efc7f2d | 95b976d85efc7f2d |
| gbdt-feature-freq/base       | model  | IDENTICAL x3 | (not run)        | b2959e177eb6e088 | b2959e177eb6e088 | b2959e177eb6e088 |
| gbdt-feature-freq/denormal   | infer  | IDENTICAL x3 | (not run)        | 973775798c10da25 | 973775798c10da25 | 973775798c10da25 |
| gbdt-feature-freq/denormal   | model  | IDENTICAL x3 | (not run)        | d6c30648533bdf45 | d6c30648533bdf45 | d6c30648533bdf45 |
| gbdt-feature-freq/denormal_ftz | infer  | IDENTICAL x3 | (not run)        | 973775798c10da25 | 973775798c10da25 | 973775798c10da25 |
| gbdt-feature-freq/denormal_ftz | model  | IDENTICAL x3 | (not run)        | d6c30648533bdf45 | d6c30648533bdf45 | d6c30648533bdf45 |
| gbdt-feature-freq/dupes      | infer  | IDENTICAL x3 | (not run)        | 3a9423e4f0d23cad | 3a9423e4f0d23cad | 3a9423e4f0d23cad |
| gbdt-feature-freq/dupes      | model  | IDENTICAL x3 | (not run)        | 531909ad2026b783 | 531909ad2026b783 | 531909ad2026b783 |
| gbdt-feature-freq/hashed     | infer  | IDENTICAL x3 | (not run)        | cf308a4c656bfbdc | cf308a4c656bfbdc | cf308a4c656bfbdc |
| gbdt-feature-freq/hashed     | model  | IDENTICAL x3 | (not run)        | bf3222bbcdf1f476 | bf3222bbcdf1f476 | bf3222bbcdf1f476 |
| gbdt-feature-freq/negative   | infer  | IDENTICAL x3 | (not run)        | 5a5944c8b884be8c | 5a5944c8b884be8c | 5a5944c8b884be8c |
