NOTE: --lanes scopes this diff to 31 lane(s); 135 other lane(s) the JSONs carry are not compared
| lane/fixture                 | verdict    | nvidia-2xh100-sm_90a | amd-2xmi300x-gfx942 | apple-m4         | nvidia-h100-sm_90a | amd-mi325x-gfx942 |
| par-dbscan/hashed            | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/hashed            | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-dbscan/hashed            | batch  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/negative          | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/negative          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-dbscan/negative          | batch  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/odd               | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/odd               | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-dbscan/odd               | batch  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/ties              | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/ties              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-dbscan/ties              | batch  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/wide              | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-dbscan/wide              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-dbscan/wide              | batch  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-feature-freq/base        | infer  | IDENTICAL x5 | 95b976d85efc7f2d | 95b976d85efc7f2d | 95b976d85efc7f2d | 95b976d85efc7f2d | 95b976d85efc7f2d |
| par-feature-freq/base        | model  | IDENTICAL x5 | b2959e177eb6e088 | b2959e177eb6e088 | b2959e177eb6e088 | b2959e177eb6e088 | b2959e177eb6e088 |
| par-feature-freq/base        | batch  | IDENTICAL x5 | 272537bbe18b712b | 272537bbe18b712b | 272537bbe18b712b | 272537bbe18b712b | 272537bbe18b712b |
| par-feature-freq/denormal    | infer  | IDENTICAL x5 | 973775798c10da25 | 973775798c10da25 | 973775798c10da25 | 973775798c10da25 | 973775798c10da25 |
| par-feature-freq/denormal    | model  | IDENTICAL x5 | d6c30648533bdf45 | d6c30648533bdf45 | d6c30648533bdf45 | d6c30648533bdf45 | d6c30648533bdf45 |
| par-feature-freq/denormal    | batch  | IDENTICAL x5 | ba9644901c99745d | ba9644901c99745d | ba9644901c99745d | ba9644901c99745d | ba9644901c99745d |
| par-feature-freq/denormal_ftz | infer  | IDENTICAL x5 | 973775798c10da25 | 973775798c10da25 | 973775798c10da25 | 973775798c10da25 | 973775798c10da25 |
| par-feature-freq/denormal_ftz | model  | IDENTICAL x5 | d6c30648533bdf45 | d6c30648533bdf45 | d6c30648533bdf45 | d6c30648533bdf45 | d6c30648533bdf45 |
| par-feature-freq/denormal_ftz | batch  | IDENTICAL x5 | ba9644901c99745d | ba9644901c99745d | ba9644901c99745d | ba9644901c99745d | ba9644901c99745d |
| par-feature-freq/dupes       | infer  | IDENTICAL x5 | 3a9423e4f0d23cad | 3a9423e4f0d23cad | 3a9423e4f0d23cad | 3a9423e4f0d23cad | 3a9423e4f0d23cad |
| par-feature-freq/dupes       | model  | IDENTICAL x5 | 531909ad2026b783 | 531909ad2026b783 | 531909ad2026b783 | 531909ad2026b783 | 531909ad2026b783 |
| par-feature-freq/dupes       | batch  | IDENTICAL x5 | 47618d01ef0a41e1 | 47618d01ef0a41e1 | 47618d01ef0a41e1 | 47618d01ef0a41e1 | 47618d01ef0a41e1 |
| par-feature-freq/hashed      | infer  | IDENTICAL x5 | cf308a4c656bfbdc | cf308a4c656bfbdc | cf308a4c656bfbdc | cf308a4c656bfbdc | cf308a4c656bfbdc |
| par-feature-freq/hashed      | model  | IDENTICAL x5 | bf3222bbcdf1f476 | bf3222bbcdf1f476 | bf3222bbcdf1f476 | bf3222bbcdf1f476 | bf3222bbcdf1f476 |
| par-feature-freq/hashed      | batch  | IDENTICAL x5 | 77ce3ccc6c9f7e94 | 77ce3ccc6c9f7e94 | 77ce3ccc6c9f7e94 | 77ce3ccc6c9f7e94 | 77ce3ccc6c9f7e94 |
| par-feature-freq/negative    | infer  | IDENTICAL x5 | 5a5944c8b884be8c | 5a5944c8b884be8c | 5a5944c8b884be8c | 5a5944c8b884be8c | 5a5944c8b884be8c |
| par-feature-freq/negative    | model  | IDENTICAL x5 | 0794be87633fd36b | 0794be87633fd36b | 0794be87633fd36b | 0794be87633fd36b | 0794be87633fd36b |
| par-feature-freq/negative    | batch  | IDENTICAL x5 | d92c8eb873f86399 | d92c8eb873f86399 | d92c8eb873f86399 | d92c8eb873f86399 | d92c8eb873f86399 |
| par-feature-freq/odd         | infer  | IDENTICAL x5 | 711887d930537c47 | 711887d930537c47 | 711887d930537c47 | 711887d930537c47 | 711887d930537c47 |
| par-feature-freq/odd         | model  | IDENTICAL x5 | 53a4160101e38573 | 53a4160101e38573 | 53a4160101e38573 | 53a4160101e38573 | 53a4160101e38573 |
| par-feature-freq/odd         | batch  | IDENTICAL x5 | bfe39e4c9f5bacc7 | bfe39e4c9f5bacc7 | bfe39e4c9f5bacc7 | bfe39e4c9f5bacc7 | bfe39e4c9f5bacc7 |
| par-feature-freq/ties        | infer  | IDENTICAL x5 | 41371bafcf6397a3 | 41371bafcf6397a3 | 41371bafcf6397a3 | 41371bafcf6397a3 | 41371bafcf6397a3 |
| par-feature-freq/ties        | model  | IDENTICAL x5 | a7417c31e1b422b4 | a7417c31e1b422b4 | a7417c31e1b422b4 | a7417c31e1b422b4 | a7417c31e1b422b4 |
| par-feature-freq/ties        | batch  | IDENTICAL x5 | 2de7d484a30cee05 | 2de7d484a30cee05 | 2de7d484a30cee05 | 2de7d484a30cee05 | 2de7d484a30cee05 |
| par-feature-freq/wide        | infer  | IDENTICAL x5 | 2a4274996f907f13 | 2a4274996f907f13 | 2a4274996f907f13 | 2a4274996f907f13 | 2a4274996f907f13 |
| par-feature-freq/wide        | model  | IDENTICAL x5 | 6b7d9eddfa4b79b6 | 6b7d9eddfa4b79b6 | 6b7d9eddfa4b79b6 | 6b7d9eddfa4b79b6 | 6b7d9eddfa4b79b6 |
| par-feature-freq/wide        | batch  | IDENTICAL x5 | 367ed0852797c66b | 367ed0852797c66b | 367ed0852797c66b | 367ed0852797c66b | 367ed0852797c66b |
| par-forest-et/base           | infer  | IDENTICAL x5 | f67822ca39ef408b | f67822ca39ef408b | f67822ca39ef408b | f67822ca39ef408b | f67822ca39ef408b |
| par-forest-et/base           | model  | IDENTICAL x5 | 1c0c6b20cc9be5bd | 1c0c6b20cc9be5bd | 1c0c6b20cc9be5bd | 1c0c6b20cc9be5bd | 1c0c6b20cc9be5bd |
| par-forest-et/base           | batch  | IDENTICAL x5 | 42f0ba39adaa879d | 42f0ba39adaa879d | 42f0ba39adaa879d | 42f0ba39adaa879d | 42f0ba39adaa879d |
| par-forest-et/denormal       | infer  | IDENTICAL x5 | 406ff2c63a669110 | 406ff2c63a669110 | 406ff2c63a669110 | 406ff2c63a669110 | 406ff2c63a669110 |
| par-forest-et/denormal       | model  | IDENTICAL x5 | 8704471f45cc32d6 | 8704471f45cc32d6 | 8704471f45cc32d6 | 8704471f45cc32d6 | 8704471f45cc32d6 |
| par-forest-et/denormal       | batch  | IDENTICAL x5 | 342ed44aaf4bda3b | 342ed44aaf4bda3b | 342ed44aaf4bda3b | 342ed44aaf4bda3b | 342ed44aaf4bda3b |
| par-forest-et/denormal_ftz   | infer  | IDENTICAL x5 | 406ff2c63a669110 | 406ff2c63a669110 | 406ff2c63a669110 | 406ff2c63a669110 | 406ff2c63a669110 |
| par-forest-et/denormal_ftz   | model  | IDENTICAL x5 | 8704471f45cc32d6 | 8704471f45cc32d6 | 8704471f45cc32d6 | 8704471f45cc32d6 | 8704471f45cc32d6 |
| par-forest-et/denormal_ftz   | batch  | IDENTICAL x5 | 342ed44aaf4bda3b | 342ed44aaf4bda3b | 342ed44aaf4bda3b | 342ed44aaf4bda3b | 342ed44aaf4bda3b |
| par-forest-et/dupes          | infer  | IDENTICAL x5 | a531191ff80bfa39 | a531191ff80bfa39 | a531191ff80bfa39 | a531191ff80bfa39 | a531191ff80bfa39 |
| par-forest-et/dupes          | model  | IDENTICAL x5 | d99a54bf0717266d | d99a54bf0717266d | d99a54bf0717266d | d99a54bf0717266d | d99a54bf0717266d |
| par-forest-et/dupes          | batch  | IDENTICAL x5 | 07a82dcea7f93e8d | 07a82dcea7f93e8d | 07a82dcea7f93e8d | 07a82dcea7f93e8d | 07a82dcea7f93e8d |
| par-forest-et/hashed         | infer  | IDENTICAL x5 | 1ddc98bb1d441cac | 1ddc98bb1d441cac | 1ddc98bb1d441cac | 1ddc98bb1d441cac | 1ddc98bb1d441cac |
| par-forest-et/hashed         | model  | IDENTICAL x5 | 029c99465d40dd66 | 029c99465d40dd66 | 029c99465d40dd66 | 029c99465d40dd66 | 029c99465d40dd66 |
| par-forest-et/hashed         | batch  | IDENTICAL x5 | fe0c97142529574e | fe0c97142529574e | fe0c97142529574e | fe0c97142529574e | fe0c97142529574e |
| par-forest-et/negative       | infer  | IDENTICAL x5 | 9579a3dac3b9af8b | 9579a3dac3b9af8b | 9579a3dac3b9af8b | 9579a3dac3b9af8b | 9579a3dac3b9af8b |
| par-forest-et/negative       | model  | IDENTICAL x5 | 34d9143f7fc1fec7 | 34d9143f7fc1fec7 | 34d9143f7fc1fec7 | 34d9143f7fc1fec7 | 34d9143f7fc1fec7 |
| par-forest-et/negative       | batch  | IDENTICAL x5 | b66d6fad4eb27ee4 | b66d6fad4eb27ee4 | b66d6fad4eb27ee4 | b66d6fad4eb27ee4 | b66d6fad4eb27ee4 |
| par-forest-et/odd            | infer  | IDENTICAL x5 | 27c45b87272bc27f | 27c45b87272bc27f | 27c45b87272bc27f | 27c45b87272bc27f | 27c45b87272bc27f |
| par-forest-et/odd            | model  | IDENTICAL x5 | d631aaa061d3f2e4 | d631aaa061d3f2e4 | d631aaa061d3f2e4 | d631aaa061d3f2e4 | d631aaa061d3f2e4 |
| par-forest-et/odd            | batch  | IDENTICAL x5 | 8716211bd7b6727f | 8716211bd7b6727f | 8716211bd7b6727f | 8716211bd7b6727f | 8716211bd7b6727f |
| par-forest-et/ties           | infer  | IDENTICAL x5 | 25c3d08ea7aaac22 | 25c3d08ea7aaac22 | 25c3d08ea7aaac22 | 25c3d08ea7aaac22 | 25c3d08ea7aaac22 |
| par-forest-et/ties           | model  | IDENTICAL x5 | 0ae34e3bcc2b7391 | 0ae34e3bcc2b7391 | 0ae34e3bcc2b7391 | 0ae34e3bcc2b7391 | 0ae34e3bcc2b7391 |
| par-forest-et/ties           | batch  | IDENTICAL x5 | c46241fb51ef3d87 | c46241fb51ef3d87 | c46241fb51ef3d87 | c46241fb51ef3d87 | c46241fb51ef3d87 |
| par-forest-et/wide           | infer  | IDENTICAL x5 | 62bb5a2df07afdb7 | 62bb5a2df07afdb7 | 62bb5a2df07afdb7 | 62bb5a2df07afdb7 | 62bb5a2df07afdb7 |
| par-forest-et/wide           | model  | IDENTICAL x5 | 6da81ae280958f67 | 6da81ae280958f67 | 6da81ae280958f67 | 6da81ae280958f67 | 6da81ae280958f67 |
| par-forest-et/wide           | batch  | IDENTICAL x5 | 3faffd9a3037b28e | 3faffd9a3037b28e | 3faffd9a3037b28e | 3faffd9a3037b28e | 3faffd9a3037b28e |
| par-forest/base              | infer  | IDENTICAL x5 | 3b30324dc0a909d3 | 3b30324dc0a909d3 | 3b30324dc0a909d3 | 3b30324dc0a909d3 | 3b30324dc0a909d3 |
| par-forest/base              | model  | IDENTICAL x5 | ed1592a2b0ab1658 | ed1592a2b0ab1658 | ed1592a2b0ab1658 | ed1592a2b0ab1658 | ed1592a2b0ab1658 |
| par-forest/base              | batch  | IDENTICAL x5 | cec53714495b4d9c | cec53714495b4d9c | cec53714495b4d9c | cec53714495b4d9c | cec53714495b4d9c |
| par-forest/denormal          | infer  | IDENTICAL x5 | 1f873a2912989c6e | 1f873a2912989c6e | 1f873a2912989c6e | 1f873a2912989c6e | 1f873a2912989c6e |
| par-forest/denormal          | model  | IDENTICAL x5 | ba7e1f6d84593ce4 | ba7e1f6d84593ce4 | ba7e1f6d84593ce4 | ba7e1f6d84593ce4 | ba7e1f6d84593ce4 |
| par-forest/denormal          | batch  | IDENTICAL x5 | 17a68f8a24c2f719 | 17a68f8a24c2f719 | 17a68f8a24c2f719 | 17a68f8a24c2f719 | 17a68f8a24c2f719 |
| par-forest/denormal_ftz      | infer  | IDENTICAL x5 | 1f873a2912989c6e | 1f873a2912989c6e | 1f873a2912989c6e | 1f873a2912989c6e | 1f873a2912989c6e |
| par-forest/denormal_ftz      | model  | IDENTICAL x5 | ba7e1f6d84593ce4 | ba7e1f6d84593ce4 | ba7e1f6d84593ce4 | ba7e1f6d84593ce4 | ba7e1f6d84593ce4 |
| par-forest/denormal_ftz      | batch  | IDENTICAL x5 | 17a68f8a24c2f719 | 17a68f8a24c2f719 | 17a68f8a24c2f719 | 17a68f8a24c2f719 | 17a68f8a24c2f719 |
| par-forest/dupes             | infer  | IDENTICAL x5 | f7836c254af7cb78 | f7836c254af7cb78 | f7836c254af7cb78 | f7836c254af7cb78 | f7836c254af7cb78 |
| par-forest/dupes             | model  | IDENTICAL x5 | a481d93b96bec8af | a481d93b96bec8af | a481d93b96bec8af | a481d93b96bec8af | a481d93b96bec8af |
| par-forest/dupes             | batch  | IDENTICAL x5 | d1b8ea15b798b331 | d1b8ea15b798b331 | d1b8ea15b798b331 | d1b8ea15b798b331 | d1b8ea15b798b331 |
| par-forest/hashed            | infer  | IDENTICAL x5 | 95452dea53316b5c | 95452dea53316b5c | 95452dea53316b5c | 95452dea53316b5c | 95452dea53316b5c |
| par-forest/hashed            | model  | IDENTICAL x5 | 4acba627d01b9da9 | 4acba627d01b9da9 | 4acba627d01b9da9 | 4acba627d01b9da9 | 4acba627d01b9da9 |
| par-forest/hashed            | batch  | IDENTICAL x5 | 3ccd0f87fbbd7234 | 3ccd0f87fbbd7234 | 3ccd0f87fbbd7234 | 3ccd0f87fbbd7234 | 3ccd0f87fbbd7234 |
| par-forest/negative          | infer  | IDENTICAL x5 | a8494465884e646a | a8494465884e646a | a8494465884e646a | a8494465884e646a | a8494465884e646a |
| par-forest/negative          | model  | IDENTICAL x5 | 58fcd13c13e9de79 | 58fcd13c13e9de79 | 58fcd13c13e9de79 | 58fcd13c13e9de79 | 58fcd13c13e9de79 |
| par-forest/negative          | batch  | IDENTICAL x5 | 9913471eb5cc333d | 9913471eb5cc333d | 9913471eb5cc333d | 9913471eb5cc333d | 9913471eb5cc333d |
| par-forest/odd               | infer  | IDENTICAL x5 | e067dff805be210f | e067dff805be210f | e067dff805be210f | e067dff805be210f | e067dff805be210f |
| par-forest/odd               | model  | IDENTICAL x5 | 2b4df5c88d1f8be8 | 2b4df5c88d1f8be8 | 2b4df5c88d1f8be8 | 2b4df5c88d1f8be8 | 2b4df5c88d1f8be8 |
| par-forest/odd               | batch  | IDENTICAL x5 | 5c8ef9b45146ae46 | 5c8ef9b45146ae46 | 5c8ef9b45146ae46 | 5c8ef9b45146ae46 | 5c8ef9b45146ae46 |
| par-forest/ties              | infer  | IDENTICAL x5 | 122d0397afe9bc84 | 122d0397afe9bc84 | 122d0397afe9bc84 | 122d0397afe9bc84 | 122d0397afe9bc84 |
| par-forest/ties              | model  | IDENTICAL x5 | 2d8da1cf56084257 | 2d8da1cf56084257 | 2d8da1cf56084257 | 2d8da1cf56084257 | 2d8da1cf56084257 |
| par-forest/ties              | batch  | IDENTICAL x5 | 7c24de838b13708e | 7c24de838b13708e | 7c24de838b13708e | 7c24de838b13708e | 7c24de838b13708e |
| par-forest/wide              | infer  | IDENTICAL x5 | 576ce8ec7833b38d | 576ce8ec7833b38d | 576ce8ec7833b38d | 576ce8ec7833b38d | 576ce8ec7833b38d |
| par-forest/wide              | model  | IDENTICAL x5 | 76cb8029f7d6dc47 | 76cb8029f7d6dc47 | 76cb8029f7d6dc47 | 76cb8029f7d6dc47 | 76cb8029f7d6dc47 |
| par-forest/wide              | batch  | IDENTICAL x5 | 5b5a82bfefc3405e | 5b5a82bfefc3405e | 5b5a82bfefc3405e | 5b5a82bfefc3405e | 5b5a82bfefc3405e |
| par-gp/base                  | infer  | IDENTICAL x5 | 1e032c58b3e9cd14 | 1e032c58b3e9cd14 | 1e032c58b3e9cd14 | 1e032c58b3e9cd14 | 1e032c58b3e9cd14 |
| par-gp/base                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-gp/base                  | batch  | IDENTICAL x5 | 305bfd4eaf79a5fa | 305bfd4eaf79a5fa | 305bfd4eaf79a5fa | 305bfd4eaf79a5fa | 305bfd4eaf79a5fa |
| par-gp/denormal              | infer  | IDENTICAL x5 | 353cd97119d0e754 | 353cd97119d0e754 | 353cd97119d0e754 | 353cd97119d0e754 | 353cd97119d0e754 |
| par-gp/denormal              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-gp/denormal              | batch  | IDENTICAL x5 | 9305dbeb22908e4a | 9305dbeb22908e4a | 9305dbeb22908e4a | 9305dbeb22908e4a | 9305dbeb22908e4a |
| par-gp/denormal_ftz          | infer  | IDENTICAL x5 | 353cd97119d0e754 | 353cd97119d0e754 | 353cd97119d0e754 | 353cd97119d0e754 | 353cd97119d0e754 |
| par-gp/denormal_ftz          | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-gp/denormal_ftz          | batch  | IDENTICAL x5 | 9305dbeb22908e4a | 9305dbeb22908e4a | 9305dbeb22908e4a | 9305dbeb22908e4a | 9305dbeb22908e4a |
| par-gp/dupes                 | infer  | IDENTICAL x5 | 52e6b306c452f16c | 52e6b306c452f16c | 52e6b306c452f16c | 52e6b306c452f16c | 52e6b306c452f16c |
| par-gp/dupes                 | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-gp/dupes                 | batch  | IDENTICAL x5 | 3caf5f428c1e5112 | 3caf5f428c1e5112 | 3caf5f428c1e5112 | 3caf5f428c1e5112 | 3caf5f428c1e5112 |
| par-gp/hashed                | infer  | IDENTICAL x5 | 6eec04108625b28e | 6eec04108625b28e | 6eec04108625b28e | 6eec04108625b28e | 6eec04108625b28e |
| par-gp/hashed                | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-gp/hashed                | batch  | IDENTICAL x5 | f18ced6112fb55e8 | f18ced6112fb55e8 | f18ced6112fb55e8 | f18ced6112fb55e8 | f18ced6112fb55e8 |
| par-gp/negative              | infer  | IDENTICAL x5 | b2713d53a58fa4c9 | b2713d53a58fa4c9 | b2713d53a58fa4c9 | b2713d53a58fa4c9 | b2713d53a58fa4c9 |
| par-gp/negative              | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-gp/negative              | batch  | IDENTICAL x5 | 0284440d2cd65731 | 0284440d2cd65731 | 0284440d2cd65731 | 0284440d2cd65731 | 0284440d2cd65731 |
| par-gp/odd                   | infer  | IDENTICAL x5 | 9e3f1cf6c455f0fa | 9e3f1cf6c455f0fa | 9e3f1cf6c455f0fa | 9e3f1cf6c455f0fa | 9e3f1cf6c455f0fa |
| par-gp/odd                   | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-gp/odd                   | batch  | IDENTICAL x5 | e3e6d237ca783492 | e3e6d237ca783492 | e3e6d237ca783492 | e3e6d237ca783492 | e3e6d237ca783492 |
| par-gp/ties                  | infer  | IDENTICAL x5 | 22b0b528124de8d0 | 22b0b528124de8d0 | 22b0b528124de8d0 | 22b0b528124de8d0 | 22b0b528124de8d0 |
| par-gp/ties                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-gp/ties                  | batch  | IDENTICAL x5 | 42c01186900b0c68 | 42c01186900b0c68 | 42c01186900b0c68 | 42c01186900b0c68 | 42c01186900b0c68 |
| par-gp/wide                  | infer  | IDENTICAL x5 | 890cda1ff831faab | 890cda1ff831faab | 890cda1ff831faab | 890cda1ff831faab | 890cda1ff831faab |
| par-gp/wide                  | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-gp/wide                  | batch  | IDENTICAL x5 | d3e6783a8a000e56 | d3e6783a8a000e56 | d3e6783a8a000e56 | d3e6783a8a000e56 | d3e6783a8a000e56 |
| par-gram/base                | infer  | IDENTICAL x5 | a5a404bb201b0eeb | a5a404bb201b0eeb | a5a404bb201b0eeb | a5a404bb201b0eeb | a5a404bb201b0eeb |
| par-gram/base                | model  | IDENTICAL x5 | efada80fdc2d4259 | efada80fdc2d4259 | efada80fdc2d4259 | efada80fdc2d4259 | efada80fdc2d4259 |
| par-gram/base                | batch  | IDENTICAL x5 | 5817cf4d9fb9bd91 | 5817cf4d9fb9bd91 | 5817cf4d9fb9bd91 | 5817cf4d9fb9bd91 | 5817cf4d9fb9bd91 |
| par-gram/denormal            | infer  | IDENTICAL x5 | 4233d399ae41d2e6 | 4233d399ae41d2e6 | 4233d399ae41d2e6 | 4233d399ae41d2e6 | 4233d399ae41d2e6 |
| par-gram/denormal            | model  | IDENTICAL x5 | 80113efe9b48cc79 | 80113efe9b48cc79 | 80113efe9b48cc79 | 80113efe9b48cc79 | 80113efe9b48cc79 |
| par-gram/denormal            | batch  | IDENTICAL x5 | 3d155f9f8c15eb89 | 3d155f9f8c15eb89 | 3d155f9f8c15eb89 | 3d155f9f8c15eb89 | 3d155f9f8c15eb89 |
| par-gram/denormal_ftz        | infer  | IDENTICAL x5 | 4233d399ae41d2e6 | 4233d399ae41d2e6 | 4233d399ae41d2e6 | 4233d399ae41d2e6 | 4233d399ae41d2e6 |
| par-gram/denormal_ftz        | model  | IDENTICAL x5 | 80113efe9b48cc79 | 80113efe9b48cc79 | 80113efe9b48cc79 | 80113efe9b48cc79 | 80113efe9b48cc79 |
| par-gram/denormal_ftz        | batch  | IDENTICAL x5 | 3d155f9f8c15eb89 | 3d155f9f8c15eb89 | 3d155f9f8c15eb89 | 3d155f9f8c15eb89 | 3d155f9f8c15eb89 |
| par-gram/dupes               | infer  | IDENTICAL x5 | 3e10053ac0b9fbd4 | 3e10053ac0b9fbd4 | 3e10053ac0b9fbd4 | 3e10053ac0b9fbd4 | 3e10053ac0b9fbd4 |
| par-gram/dupes               | model  | IDENTICAL x5 | 11e592057872c1e0 | 11e592057872c1e0 | 11e592057872c1e0 | 11e592057872c1e0 | 11e592057872c1e0 |
| par-gram/dupes               | batch  | IDENTICAL x5 | 4a7166ff8bd89cf3 | 4a7166ff8bd89cf3 | 4a7166ff8bd89cf3 | 4a7166ff8bd89cf3 | 4a7166ff8bd89cf3 |
| par-gram/hashed              | infer  | IDENTICAL x5 | 1f692bf67099df47 | 1f692bf67099df47 | 1f692bf67099df47 | 1f692bf67099df47 | 1f692bf67099df47 |
| par-gram/hashed              | model  | IDENTICAL x5 | 05a9504a256753f0 | 05a9504a256753f0 | 05a9504a256753f0 | 05a9504a256753f0 | 05a9504a256753f0 |
| par-gram/hashed              | batch  | IDENTICAL x5 | 1b476bdac9aeaa84 | 1b476bdac9aeaa84 | 1b476bdac9aeaa84 | 1b476bdac9aeaa84 | 1b476bdac9aeaa84 |
| par-gram/negative            | infer  | IDENTICAL x5 | 174ab0d4049ee591 | 174ab0d4049ee591 | 174ab0d4049ee591 | 174ab0d4049ee591 | 174ab0d4049ee591 |
| par-gram/negative            | model  | IDENTICAL x5 | ad885ca7374525bd | ad885ca7374525bd | ad885ca7374525bd | ad885ca7374525bd | ad885ca7374525bd |
| par-gram/negative            | batch  | IDENTICAL x5 | 670e062d2ee831b0 | 670e062d2ee831b0 | 670e062d2ee831b0 | 670e062d2ee831b0 | 670e062d2ee831b0 |
| par-gram/odd                 | infer  | IDENTICAL x5 | 83420de0d62b5c95 | 83420de0d62b5c95 | 83420de0d62b5c95 | 83420de0d62b5c95 | 83420de0d62b5c95 |
| par-gram/odd                 | model  | IDENTICAL x5 | 3f77c9c16c29bd84 | 3f77c9c16c29bd84 | 3f77c9c16c29bd84 | 3f77c9c16c29bd84 | 3f77c9c16c29bd84 |
| par-gram/odd                 | batch  | IDENTICAL x5 | 34d5126ca77a014e | 34d5126ca77a014e | 34d5126ca77a014e | 34d5126ca77a014e | 34d5126ca77a014e |
| par-gram/ties                | infer  | IDENTICAL x5 | d23a652e5f82906f | d23a652e5f82906f | d23a652e5f82906f | d23a652e5f82906f | d23a652e5f82906f |
| par-gram/ties                | model  | IDENTICAL x5 | 824a2e3b44b31af4 | 824a2e3b44b31af4 | 824a2e3b44b31af4 | 824a2e3b44b31af4 | 824a2e3b44b31af4 |
| par-gram/ties                | batch  | IDENTICAL x5 | 6928f85b10dd8f49 | 6928f85b10dd8f49 | 6928f85b10dd8f49 | 6928f85b10dd8f49 | 6928f85b10dd8f49 |
| par-gram/wide                | infer  | IDENTICAL x5 | cc8d5d1192f32b52 | cc8d5d1192f32b52 | cc8d5d1192f32b52 | cc8d5d1192f32b52 | cc8d5d1192f32b52 |
| par-gram/wide                | model  | IDENTICAL x5 | 2869ff3b7b3a7558 | 2869ff3b7b3a7558 | 2869ff3b7b3a7558 | 2869ff3b7b3a7558 | 2869ff3b7b3a7558 |
| par-gram/wide                | batch  | IDENTICAL x5 | 5f47b5b61a45d567 | 5f47b5b61a45d567 | 5f47b5b61a45d567 | 5f47b5b61a45d567 | 5f47b5b61a45d567 |
| par-graph-agglomerative/base | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-graph-agglomerative/base | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-graph-agglomerative/base | batch  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-graph-agglomerative/denormal | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-graph-agglomerative/denormal | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-graph-agglomerative/denormal | batch  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-graph-agglomerative/denormal_ftz | infer  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
| par-graph-agglomerative/denormal_ftz | model  | N/A          | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      | n/a:no-save      |
| par-graph-agglomerative/denormal_ftz | batch  | N/A          | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive | n/a:transductive |
